! Reaction's Kinematics:  Alab & Elab
! 12C + 2H -> 8Be + 6Li     or    2H(12C,8Be)6Li;       Reaction at the "middle" of the target
! Projectile Energy at the reaction place:  27.40 MeV/u;      Grazing angle:  CMS = 1.52 deg;    Lab = 0.37 deg
! Q reaction : -8.92 MeV  (Excitations 0.0+0.0 -> 3.0+0.0);     Plotted Energy option is "after reaction"
Angle  [Lab-deg]1	Fragment - 8Be	Angle  [Lab-deg]2	Residual - 6Li	
18.451407	19.3137   	20.638523	27.4745   	
18.457661	19.2742   	20.602359	27.5271   	
18.463745	19.2347   	20.566094	27.5796   	
18.469658	19.1953   	20.529730	27.6321   	
18.475400	19.1558   	20.493267	27.6846   	
18.480970	19.1164   	20.456706	27.7371   	
18.486367	19.0771   	20.420047	27.7895   	
18.491591	19.0377   	20.383290	27.8418   	
18.496642	18.9984   	20.346435	27.8941   	
18.501518	18.9591   	20.309485	27.9464   	
18.506219	18.9199   	20.272437	27.9986   	
18.510745	18.8807   	20.235295	28.0508   	
18.515095	18.8415   	20.198056	28.103    	
18.519268	18.8023   	20.160723	28.1551   	
18.523263	18.7632   	20.123296	28.2071   	
18.527081	18.7241   	20.085774	28.2591   	
18.530721	18.6851   	20.048159	28.3111   	
18.534181	18.6461   	20.010450	28.363    	
18.537462	18.6071   	19.972649	28.4149   	
18.540562	18.5681   	19.934756	28.4668   	
18.543481	18.5292   	19.896771	28.5186   	
18.546219	18.4903   	19.858694	28.5703   	
18.548775	18.4515   	19.820526	28.622    	
18.551149	18.4127   	19.782268	28.6736   	
18.553339	18.3739   	19.743919	28.7252   	
18.555345	18.3352   	19.705481	28.7768   	
18.557166	18.2965   	19.666953	28.8283   	
18.558803	18.2578   	19.628336	28.8797   	
18.560253	18.2192   	19.589631	28.9311   	
18.561518	18.1806   	19.550838	28.9825   	
18.562595	18.1421   	19.511957	29.0338   	
18.563485	18.1036   	19.472989	29.085    	
18.564186	18.0651   	19.433933	29.1362   	
18.564699	18.0267   	19.394792	29.1873   	
18.565023	17.9883   	19.355564	29.2384   	
18.565156	17.95     	19.316250	29.2894   	
18.565099	17.9117   	19.276852	29.3404   	
18.564851	17.8734   	19.237368	29.3913   	
18.564410	17.8352   	19.197800	29.4422   	
18.563777	17.7971   	19.158147	29.493    	
18.562952	17.7589   	19.118411	29.5437   	
18.561932	17.7208   	19.078592	29.5944   	
18.560718	17.6828   	19.038690	29.645    	
18.559309	17.6448   	18.998705	29.6956   	
18.557704	17.6068   	18.958638	29.7461   	
18.555904	17.5689   	18.918489	29.7966   	
18.553906	17.5311   	18.878259	29.847    	
18.551711	17.4932   	18.837948	29.8973   	
18.549318	17.4555   	18.797556	29.9476   	
18.546726	17.4177   	18.757083	29.9978   	
18.543935	17.38     	18.716531	30.0479   	
18.540943	17.3424   	18.675900	30.098    	
18.537752	17.3048   	18.635189	30.1481   	
18.534359	17.2673   	18.594399	30.198    	
18.530764	17.2298   	18.553531	30.2479   	
18.526967	17.1923   	18.512585	30.2978   	
18.522966	17.1549   	18.471561	30.3475   	
18.518762	17.1176   	18.430460	30.3972   	
18.514354	17.0803   	18.389282	30.4469   	
18.509740	17.0431   	18.348028	30.4964   	
18.504921	17.0059   	18.306697	30.5459   	
18.499896	16.9687   	18.265290	30.5954   	
18.494664	16.9316   	18.223808	30.6448   	
18.489224	16.8946   	18.182250	30.6941   	
18.483577	16.8576   	18.140618	30.7433   	
18.477720	16.8206   	18.098911	30.7925   	
18.471654	16.7837   	18.057130	30.8415   	
18.465378	16.7469   	18.015276	30.8906   	
18.458892	16.7101   	17.973347	30.9395   	
18.452194	16.6734   	17.931346	30.9884   	
18.445284	16.6367   	17.889272	31.0372   	
18.438162	16.6001   	17.847126	31.086    	
18.430827	16.5635   	17.804907	31.1346   	
18.423278	16.527    	17.762617	31.1832   	
18.415514	16.4906   	17.720256	31.2317   	
18.407535	16.4542   	17.677823	31.2802   	
18.399341	16.4178   	17.635320	31.3285   	
18.390930	16.3815   	17.592746	31.3768   	
18.382303	16.3453   	17.550103	31.4251   	
18.373458	16.3091   	17.507389	31.4732   	
18.364394	16.273    	17.464607	31.5213   	
18.355112	16.2369   	17.421755	31.5693   	
18.345611	16.2009   	17.378834	31.6172   	
18.335889	16.165    	17.335845	31.665    	
18.325947	16.1291   	17.292788	31.7128   	
18.315783	16.0933   	17.249664	31.7605   	
18.305397	16.0575   	17.206471	31.8081   	
18.294789	16.0218   	17.163212	31.8556   	
18.283957	15.9862   	17.119886	31.903    	
18.272902	15.9506   	17.076493	31.9504   	
18.261622	15.9151   	17.033035	31.9977   	
18.250118	15.8796   	16.989510	32.0448   	
18.238387	15.8442   	16.945920	32.092    	
18.226430	15.8088   	16.902265	32.139    	
18.214246	15.7736   	16.858545	32.1859   	
18.201835	15.7384   	16.814760	32.2328   	
18.189196	15.7032   	16.770911	32.2796   	
18.176327	15.6681   	16.726998	32.3263   	
18.163229	15.6331   	16.683021	32.3729   	
18.149902	15.5981   	16.638981	32.4194   	
18.136343	15.5632   	16.594878	32.4659   	
18.122554	15.5284   	16.550712	32.5122   	
18.108532	15.4936   	16.506483	32.5585   	
18.094278	15.4589   	16.462193	32.6047   	
18.079791	15.4243   	16.417841	32.6508   	
18.065070	15.3897   	16.373427	32.6968   	
18.050115	15.3552   	16.328951	32.7427   	
18.034924	15.3208   	16.284415	32.7885   	
18.019499	15.2864   	16.239818	32.8343   	
18.003837	15.2521   	16.195161	32.8799   	
17.987938	15.2179   	16.150444	32.9255   	
17.971803	15.1837   	16.105667	32.9709   	
17.955429	15.1496   	16.060830	33.0163   	
17.938816	15.1156   	16.015934	33.0616   	
17.921965	15.0817   	15.970980	33.1068   	
17.904874	15.0478   	15.925966	33.1519   	
17.887542	15.0139   	15.880895	33.1969   	
17.869970	14.9802   	15.835765	33.2418   	
17.852156	14.9465   	15.790577	33.2866   	
17.834100	14.9129   	15.745332	33.3314   	
17.815801	14.8794   	15.700030	33.376    	
17.797259	14.8459   	15.654670	33.4205   	
17.778473	14.8125   	15.609254	33.465    	
17.759443	14.7792   	15.563782	33.5093   	
17.740167	14.746    	15.518254	33.5536   	
17.720646	14.7128   	15.472669	33.5977   	
17.700879	14.6797   	15.427029	33.6418   	
17.680865	14.6467   	15.381334	33.6857   	
17.660604	14.6137   	15.335584	33.7296   	
17.640095	14.5808   	15.289779	33.7733   	
17.619338	14.548    	15.243920	33.817    	
17.598332	14.5153   	15.198006	33.8606   	
17.577076	14.4826   	15.152039	33.904    	
17.555570	14.45     	15.106017	33.9474   	
17.533813	14.4175   	15.059943	33.9906   	
17.511805	14.3851   	15.013815	34.0338   	
17.489546	14.3528   	14.967634	34.0768   	
17.467034	14.3205   	14.921401	34.1198   	
17.444269	14.2883   	14.875115	34.1627   	
17.421251	14.2562   	14.828778	34.2054   	
17.397978	14.2241   	14.782388	34.248    	
17.374452	14.1922   	14.735947	34.2906   	
17.350670	14.1603   	14.689455	34.333    	
17.326633	14.1285   	14.642911	34.3754   	
17.302340	14.0967   	14.596317	34.4176   	
17.277791	14.0651   	14.549672	34.4597   	
17.252984	14.0335   	14.502977	34.5017   	
17.227920	14.002    	14.456232	34.5436   	
17.202597	13.9706   	14.409437	34.5854   	
17.177016	13.9393   	14.362592	34.6271   	
17.151176	13.908    	14.315699	34.6687   	
17.125076	13.8769   	14.268756	34.7102   	
17.098716	13.8458   	14.221764	34.7516   	
17.072096	13.8148   	14.174724	34.7928   	
17.045215	13.7838   	14.127636	34.834    	
17.018072	13.753    	14.080499	34.875    	
16.990666	13.7223   	14.033315	34.916    	
16.962999	13.6916   	13.986084	34.9568   	
16.935068	13.661    	13.938804	34.9975   	
16.906874	13.6305   	13.891478	35.0381   	
16.878416	13.6001   	13.844105	35.0786   	
16.849694	13.5697   	13.796686	35.119    	
16.820707	13.5395   	13.749220	35.1592   	
16.791454	13.5093   	13.701708	35.1994   	
16.761936	13.4792   	13.654150	35.2394   	
16.732152	13.4492   	13.606547	35.2794   	
16.702101	13.4193   	13.558898	35.3192   	
16.671783	13.3895   	13.511204	35.3589   	
16.641197	13.3597   	13.463465	35.3985   	
16.610344	13.3301   	13.415682	35.4379   	
16.579223	13.3005   	13.367854	35.4773   	
16.547832	13.271    	13.319981	35.5165   	
16.516173	13.2416   	13.272065	35.5556   	
16.484244	13.2123   	13.224105	35.5946   	
16.452046	13.1831   	13.176102	35.6335   	
16.419577	13.1539   	13.128055	35.6723   	
16.386837	13.1249   	13.079965	35.711    	
16.353826	13.096    	13.031833	35.7495   	
16.320544	13.0671   	12.983657	35.7879   	
16.286990	13.0383   	12.935440	35.8262   	
16.253165	13.0096   	12.887180	35.8644   	
16.219066	12.981    	12.838878	35.9024   	
16.184695	12.9525   	12.790535	35.9404   	
16.150050	12.9241   	12.742150	35.9782   	
16.115132	12.8958   	12.693724	36.0159   	
16.079941	12.8676   	12.645256	36.0535   	
16.044475	12.8394   	12.596748	36.0909   	
16.008734	12.8114   	12.548200	36.1282   	
15.972719	12.7834   	12.499611	36.1654   	
15.936429	12.7555   	12.450982	36.2025   	
15.899864	12.7278   	12.402313	36.2395   	
15.863022	12.7001   	12.353604	36.2763   	
15.825905	12.6725   	12.304855	36.313    	
15.788512	12.645    	12.256068	36.3496   	
15.750842	12.6176   	12.207241	36.3861   	
15.712895	12.5903   	12.158376	36.4224   	
15.674672	12.5631   	12.109472	36.4587   	
15.636171	12.536    	12.060529	36.4947   	
15.597393	12.5089   	12.011548	36.5307   	
15.558337	12.482    	11.962529	36.5666   	
15.519003	12.4552   	11.913473	36.6023   	
15.479391	12.4284   	11.864378	36.6378   	
15.439500	12.4018   	11.815247	36.6733   	
15.399331	12.3753   	11.766078	36.7086   	
15.358883	12.3488   	11.716872	36.7438   	
15.318157	12.3225   	11.667630	36.7789   	
15.277151	12.2962   	11.618351	36.8139   	
15.235866	12.27     	11.569036	36.8487   	
15.194302	12.244    	11.519684	36.8834   	
15.152458	12.218    	11.470297	36.9179   	
15.110334	12.1921   	11.420874	36.9523   	
15.067931	12.1664   	11.371415	36.9866   	
15.025247	12.1407   	11.321921	37.0208   	
14.982284	12.1151   	11.272392	37.0548   	
14.939040	12.0897   	11.222829	37.0887   	
14.895516	12.0643   	11.173230	37.1225   	
14.851711	12.039    	11.123597	37.1561   	
14.807627	12.0138   	11.073929	37.1896   	
14.763261	11.9888   	11.024228	37.223    	
14.718615	11.9638   	10.974493	37.2563   	
14.673689	11.9389   	10.924723	37.2894   	
14.628482	11.9141   	10.874921	37.3223   	
14.582994	11.8895   	10.825085	37.3552   	
14.537225	11.8649   	10.775216	37.3879   	
14.491176	11.8404   	10.725314	37.4204   	
14.444846	11.816    	10.675379	37.4529   	
14.398235	11.7918   	10.625412	37.4852   	
14.351343	11.7676   	10.575413	37.5173   	
14.304171	11.7435   	10.525381	37.5494   	
14.256718	11.7196   	10.475317	37.5812   	
14.208985	11.6957   	10.425222	37.613    	
14.160971	11.672    	10.375095	37.6446   	
14.112677	11.6483   	10.324937	37.6761   	
14.064102	11.6248   	10.274747	37.7074   	
14.015247	11.6013   	10.224527	37.7386   	
13.966112	11.578    	10.174276	37.7697   	
13.916697	11.5547   	10.123994	37.8006   	
13.867002	11.5316   	10.073682	37.8314   	
13.817027	11.5086   	10.023339	37.8621   	
13.766772	11.4857   	9.972967	37.8926   	
13.716238	11.4628   	9.922565	37.9229   	
13.665425	11.4401   	9.872133	37.9532   	
13.614333	11.4175   	9.821671	37.9833   	
13.562961	11.395    	9.771180	38.0132   	
13.511311	11.3726   	9.720660	38.043    	
13.459382	11.3503   	9.670112	38.0727   	
13.407176	11.3281   	9.619534	38.1022   	
13.354691	11.3061   	9.568928	38.1316   	
13.301928	11.2841   	9.518294	38.1608   	
13.248888	11.2622   	9.467631	38.1899   	
13.195570	11.2405   	9.416941	38.2189   	
13.141976	11.2188   	9.366222	38.2477   	
13.088105	11.1973   	9.315476	38.2764   	
13.033958	11.1758   	9.264702	38.3049   	
12.979534	11.1545   	9.213902	38.3333   	
12.924836	11.1333   	9.163074	38.3615   	
12.869861	11.1122   	9.112219	38.3896   	
12.814612	11.0912   	9.061337	38.4175   	
12.759088	11.0703   	9.010429	38.4454   	
12.703290	11.0495   	8.959495	38.473    	
12.647219	11.0288   	8.908534	38.5005   	
12.590874	11.0083   	8.857547	38.5279   	
12.534256	10.9878   	8.806535	38.5551   	
12.477366	10.9675   	8.755497	38.5822   	
12.420203	10.9473   	8.704433	38.6091   	
12.362770	10.9271   	8.653344	38.6359   	
12.305065	10.9071   	8.602230	38.6625   	
12.247090	10.8872   	8.551090	38.689    	
12.188844	10.8674   	8.499926	38.7154   	
12.130329	10.8477   	8.448738	38.7415   	
12.071546	10.8282   	8.397525	38.7676   	
12.012493	10.8087   	8.346288	38.7935   	
11.953173	10.7894   	8.295026	38.8192   	
11.893586	10.7701   	8.243741	38.8448   	
11.833732	10.751    	8.192432	38.8703   	
11.773612	10.732    	8.141099	38.8956   	
11.713227	10.7131   	8.089743	38.9207   	
11.652577	10.6943   	8.038364	38.9457   	
11.591663	10.6757   	7.986961	38.9706   	
11.530485	10.6571   	7.935536	38.9953   	
11.469045	10.6387   	7.884088	39.0198   	
11.407343	10.6203   	7.832617	39.0442   	
11.345379	10.6021   	7.781124	39.0685   	
11.283155	10.584    	7.729609	39.0926   	
11.220671	10.566    	7.678071	39.1165   	
11.157927	10.5481   	7.626512	39.1403   	
11.094926	10.5304   	7.574931	39.1639   	
11.031667	10.5127   	7.523329	39.1874   	
10.968151	10.4952   	7.471705	39.2107   	
10.904379	10.4778   	7.420060	39.2339   	
10.840352	10.4605   	7.368394	39.257    	
10.776071	10.4433   	7.316706	39.2798   	
10.711537	10.4262   	7.264999	39.3026   	
10.646750	10.4092   	7.213270	39.3251   	
10.581711	10.3924   	7.161521	39.3475   	
10.516422	10.3757   	7.109752	39.3698   	
10.450883	10.3591   	7.057963	39.3919   	
10.385095	10.3426   	7.006154	39.4139   	
10.319060	10.3262   	6.954325	39.4356   	
10.252777	10.3099   	6.902477	39.4573   	
10.186249	10.2938   	6.850609	39.4788   	
10.119475	10.2778   	6.798722	39.5001   	
10.052458	10.2619   	6.746816	39.5213   	
9.985198	10.2461   	6.694891	39.5423   	
9.917696	10.2304   	6.642947	39.5632   	
9.849954	10.2148   	6.590985	39.5839   	
9.781971	10.1994   	6.539004	39.6044   	
9.713751	10.1841   	6.487005	39.6248   	
9.645292	10.1689   	6.434987	39.645    	
9.576598	10.1538   	6.382952	39.6651   	
9.507668	10.1388   	6.330899	39.6851   	
9.438504	10.1239   	6.278828	39.7048   	
9.369107	10.1092   	6.226739	39.7244   	
9.299479	10.0946   	6.174634	39.7439   	
9.229620	10.0801   	6.122511	39.7632   	
9.159532	10.0657   	6.070371	39.7823   	
9.089216	10.0515   	6.018214	39.8013   	
9.018674	10.0373   	5.966041	39.8201   	
8.947905	10.0233   	5.913851	39.8387   	
8.876913	10.0094   	5.861644	39.8572   	
8.805698	9.99563   	5.809422	39.8756   	
8.734261	9.98197   	5.757183	39.8938   	
8.662604	9.96843   	5.704928	39.9118   	
8.590728	9.95501   	5.652658	39.9296   	
8.518634	9.94171   	5.600372	39.9473   	
8.446325	9.92853   	5.548070	39.9649   	
8.373800	9.91547   	5.495753	39.9823   	
8.301062	9.90253   	5.443421	39.9995   	
8.228113	9.88972   	5.391074	40.0165   	
8.154953	9.87702   	5.338712	40.0334   	
8.081583	9.86444   	5.286336	40.0502   	
8.008007	9.85199   	5.233945	40.0668   	
7.934224	9.83965   	5.181539	40.0832   	
7.860236	9.82744   	5.129119	40.0994   	
7.786046	9.81535   	5.076685	40.1155   	
7.711654	9.80337   	5.024238	40.1315   	
7.637062	9.79153   	4.971776	40.1472   	
7.562271	9.7798    	4.919301	40.1628   	
7.487284	9.76819   	4.866812	40.1783   	
7.412102	9.75671   	4.814310	40.1936   	
7.336726	9.74535   	4.761795	40.2087   	
7.261158	9.73411   	4.709267	40.2236   	
7.185399	9.72299   	4.656726	40.2384   	
7.109452	9.712     	4.604172	40.2531   	
7.033318	9.70113   	4.551606	40.2675   	
6.956998	9.69038   	4.499027	40.2818   	
6.880495	9.67975   	4.446436	40.296    	
6.803809	9.66925   	4.393833	40.31     	
6.726944	9.65887   	4.341218	40.3238   	
6.649900	9.64861   	4.288591	40.3374   	
6.572679	9.63847   	4.235953	40.3509   	
6.495283	9.62846   	4.183303	40.3642   	
6.417714	9.61857   	4.130641	40.3774   	
6.339974	9.60881   	4.077969	40.3904   	
6.262064	9.59917   	4.025285	40.4032   	
6.183986	9.58965   	3.972590	40.4159   	
6.105742	9.58026   	3.919885	40.4284   	
6.027335	9.57099   	3.867169	40.4407   	
5.948765	9.56184   	3.814442	40.4529   	
5.870034	9.55282   	3.761705	40.4649   	
5.791145	9.54392   	3.708958	40.4768   	
5.712100	9.53515   	3.656201	40.4884   	
5.632900	9.5265    	3.603434	40.4999   	
5.553547	9.51798   	3.550657	40.5113   	
5.474044	9.50958   	3.497871	40.5225   	
5.394391	9.5013    	3.445075	40.5335   	
5.314592	9.49315   	3.392270	40.5443   	
5.234648	9.48512   	3.339456	40.555    	
5.154561	9.47722   	3.286632	40.5655   	
5.074333	9.46944   	3.233800	40.5759   	
4.993967	9.46179   	3.180959	40.5861   	
4.913463	9.45426   	3.128110	40.5961   	
4.832825	9.44686   	3.075252	40.6059   	
4.752054	9.43958   	3.022386	40.6156   	
4.671152	9.43243   	2.969512	40.6251   	
4.590122	9.42541   	2.916629	40.6345   	
4.508965	9.41851   	2.863739	40.6437   	
4.427684	9.41173   	2.810841	40.6527   	
4.346280	9.40508   	2.757936	40.6615   	
4.264756	9.39855   	2.705023	40.6702   	
4.183115	9.39216   	2.652103	40.6787   	
4.101357	9.38588   	2.599176	40.6871   	
4.019485	9.37973   	2.546242	40.6953   	
3.937502	9.37371   	2.493301	40.7033   	
3.855409	9.36782   	2.440353	40.7111   	
3.773209	9.36205   	2.387399	40.7188   	
3.690904	9.3564    	2.334438	40.7263   	
3.608496	9.35088   	2.281471	40.7337   	
3.525988	9.34549   	2.228498	40.7408   	
3.443380	9.34023   	2.175519	40.7478   	
3.360677	9.33509   	2.122534	40.7547   	
3.277880	9.33007   	2.069544	40.7614   	
3.194990	9.32519   	2.016548	40.7679   	
3.112012	9.32043   	1.963546	40.7742   	
3.028946	9.31579   	1.910540	40.7804   	
2.945794	9.31128   	1.857528	40.7864   	
2.862561	9.3069    	1.804511	40.7922   	
2.779246	9.30265   	1.751490	40.7979   	
2.695854	9.29852   	1.698463	40.8033   	
2.612385	9.29452   	1.645432	40.8087   	
2.528844	9.29064   	1.592397	40.8138   	
2.445230	9.28689   	1.539358	40.8188   	
2.361548	9.28327   	1.486314	40.8236   	
2.277799	9.27978   	1.433266	40.8283   	
2.193986	9.27641   	1.380215	40.8328   	
2.110111	9.27317   	1.327160	40.8371   	
2.026176	9.27005   	1.274101	40.8412   	
1.942184	9.26707   	1.221039	40.8452   	
1.858137	9.26421   	1.167974	40.849    	
1.774037	9.26147   	1.114906	40.8527   	
1.689887	9.25887   	1.061834	40.8561   	
1.605689	9.25639   	1.008760	40.8594   	
1.521446	9.25403   	0.955683	40.8626   	
1.437159	9.25181   	0.902604	40.8655   	
1.352832	9.24971   	0.849522	40.8683   	
1.268466	9.24774   	0.796438	40.8709   	
1.184065	9.24589   	0.743351	40.8734   	
1.099629	9.24417   	0.690263	40.8757   	
1.015163	9.24258   	0.637173	40.8778   	
0.930667	9.24112   	0.584081	40.8797   	
0.846145	9.23979   	0.530988	40.8815   	
0.761599	9.23858   	0.477893	40.8831   	
0.677032	9.2375    	0.424797	40.8846   	
0.592445	9.23654   	0.371700	40.8858   	
0.507841	9.23571   	0.318602	40.8869   	
0.423223	9.23501   	0.265503	40.8879   	
0.338593	9.23444   	0.212403	40.8886   	
0.253953	9.234     	0.159303	40.8892   	
0.169306	9.23368   	0.106202	40.8896   	
0.084654	9.23349   	0.053101	40.8899   	
0.000000	9.23342   	0.000000	40.89     	
