! Reaction's Kinematics:  Alab & Elab
! 14O + 2H -> 10C + 6Li     or    2H(14O,10C)6Li;       Reaction at the "middle" of the target
! Projectile Energy at the reaction place:  35.60 MeV/u;      Grazing angle:  CMS = 1.50 deg;    Lab = 0.32 deg
! Q reaction : -8.64 MeV  (Excitations 0.0+0.0 -> 0.0+0.0);     Plotted Energy option is "after reaction"
Angle  [Lab-deg]1	Fragment - 10C	Angle  [Lab-deg]2	Residual - 6Li	
15.735491	25.4312   	21.271835	39.1207   	
15.736816	25.3858   	21.231580	39.1962   	
15.737983	25.3405   	21.191233	39.2717   	
15.738994	25.2953   	21.150795	39.347    	
15.739847	25.25     	21.110266	39.4224   	
15.740542	25.2048   	21.069647	39.4976   	
15.741078	25.1597   	21.028939	39.5728   	
15.741456	25.1145   	20.988141	39.648    	
15.741675	25.0695   	20.947254	39.723    	
15.741733	25.0244   	20.906278	39.798    	
15.741632	24.9794   	20.865214	39.873    	
15.741370	24.9345   	20.824063	39.9478   	
15.740947	24.8896   	20.782824	40.0226   	
15.740363	24.8447   	20.741499	40.0973   	
15.739617	24.7999   	20.700087	40.172    	
15.738708	24.7551   	20.658589	40.2466   	
15.737637	24.7103   	20.617006	40.3211   	
15.736402	24.6656   	20.575338	40.3955   	
15.735004	24.621    	20.533584	40.4698   	
15.733441	24.5764   	20.491747	40.5441   	
15.731714	24.5318   	20.449825	40.6183   	
15.729823	24.4873   	20.407820	40.6925   	
15.727765	24.4428   	20.365732	40.7665   	
15.725542	24.3984   	20.323561	40.8405   	
15.723153	24.354    	20.281307	40.9144   	
15.720597	24.3097   	20.238972	40.9882   	
15.717874	24.2654   	20.196555	41.0619   	
15.714983	24.2212   	20.154057	41.1356   	
15.711925	24.177    	20.111479	41.2091   	
15.708697	24.1329   	20.068820	41.2826   	
15.705301	24.0888   	20.026081	41.356    	
15.701736	24.0448   	19.983262	41.4294   	
15.698001	24.0008   	19.940364	41.5026   	
15.694096	23.9568   	19.897387	41.5758   	
15.690020	23.913    	19.854332	41.6488   	
15.685773	23.8691   	19.811199	41.7218   	
15.681355	23.8254   	19.767988	41.7947   	
15.676764	23.7816   	19.724700	41.8675   	
15.672002	23.738    	19.681335	41.9402   	
15.667067	23.6944   	19.637893	42.0128   	
15.661958	23.6508   	19.594375	42.0854   	
15.656676	23.6073   	19.550782	42.1578   	
15.651220	23.5638   	19.507112	42.2302   	
15.645589	23.5204   	19.463368	42.3024   	
15.639783	23.4771   	19.419549	42.3746   	
15.633802	23.4338   	19.375656	42.4467   	
15.627646	23.3906   	19.331688	42.5187   	
15.621313	23.3474   	19.287647	42.5905   	
15.614803	23.3043   	19.243533	42.6623   	
15.608117	23.2613   	19.199346	42.734    	
15.601253	23.2183   	19.155086	42.8056   	
15.594211	23.1753   	19.110754	42.8771   	
15.586991	23.1325   	19.066350	42.9485   	
15.579592	23.0896   	19.021874	43.0198   	
15.572014	23.0469   	18.977328	43.091    	
15.564257	23.0042   	18.932710	43.1621   	
15.556319	22.9616   	18.888022	43.2331   	
15.548201	22.919    	18.843264	43.304    	
15.539903	22.8765   	18.798436	43.3748   	
15.531423	22.834    	18.753539	43.4455   	
15.522761	22.7916   	18.708572	43.516    	
15.513918	22.7493   	18.663537	43.5865   	
15.504891	22.7071   	18.618433	43.6569   	
15.495683	22.6649   	18.573261	43.7272   	
15.486290	22.6227   	18.528021	43.7973   	
15.476714	22.5807   	18.482714	43.8674   	
15.466954	22.5387   	18.437340	43.9373   	
15.457010	22.4967   	18.391899	44.0071   	
15.446880	22.4549   	18.346391	44.0769   	
15.436566	22.413    	18.300817	44.1465   	
15.426065	22.3713   	18.255178	44.216    	
15.415378	22.3296   	18.209473	44.2853   	
15.404505	22.288    	18.163702	44.3546   	
15.393445	22.2465   	18.117867	44.4238   	
15.382198	22.205    	18.071967	44.4928   	
15.370763	22.1636   	18.026003	44.5618   	
15.359140	22.1223   	17.979976	44.6306   	
15.347328	22.0811   	17.933884	44.6993   	
15.335327	22.0399   	17.887729	44.7679   	
15.323137	21.9988   	17.841512	44.8363   	
15.310758	21.9577   	17.795231	44.9047   	
15.298188	21.9167   	17.748888	44.9729   	
15.285428	21.8758   	17.702484	45.041    	
15.272477	21.835    	17.656017	45.109    	
15.259335	21.7943   	17.609489	45.1769   	
15.246001	21.7536   	17.562900	45.2446   	
15.232476	21.713    	17.516250	45.3122   	
15.218758	21.6724   	17.469539	45.3797   	
15.204847	21.632    	17.422768	45.4471   	
15.190743	21.5916   	17.375938	45.5144   	
15.176446	21.5513   	17.329047	45.5815   	
15.161955	21.511    	17.282098	45.6485   	
15.147269	21.4709   	17.235089	45.7154   	
15.132389	21.4308   	17.188021	45.7821   	
15.117314	21.3908   	17.140895	45.8488   	
15.102044	21.3508   	17.093711	45.9153   	
15.086578	21.311    	17.046469	45.9816   	
15.070916	21.2712   	16.999169	46.0479   	
15.055058	21.2315   	16.951812	46.114    	
15.039003	21.1919   	16.904398	46.18     	
15.022751	21.1523   	16.856927	46.2458   	
15.006302	21.1129   	16.809400	46.3115   	
14.989654	21.0735   	16.761817	46.3771   	
14.972809	21.0342   	16.714177	46.4425   	
14.955765	20.995    	16.666482	46.5079   	
14.938522	20.9558   	16.618732	46.573    	
14.921081	20.9168   	16.570926	46.6381   	
14.903439	20.8778   	16.523066	46.703    	
14.885598	20.8389   	16.475152	46.7677   	
14.867557	20.8001   	16.427183	46.8324   	
14.849315	20.7613   	16.379160	46.8969   	
14.830873	20.7227   	16.331083	46.9612   	
14.812229	20.6841   	16.282953	47.0255   	
14.793384	20.6456   	16.234770	47.0895   	
14.774338	20.6072   	16.186534	47.1535   	
14.755089	20.5689   	16.138245	47.2173   	
14.735638	20.5307   	16.089904	47.2809   	
14.715984	20.4926   	16.041511	47.3444   	
14.696127	20.4545   	15.993066	47.4078   	
14.676067	20.4165   	15.944569	47.471    	
14.655803	20.3787   	15.896021	47.5341   	
14.635335	20.3409   	15.847422	47.597    	
14.614663	20.3031   	15.798773	47.6598   	
14.593787	20.2655   	15.750073	47.7225   	
14.572706	20.228    	15.701322	47.785    	
14.551420	20.1905   	15.652522	47.8473   	
14.529928	20.1532   	15.603671	47.9095   	
14.508231	20.1159   	15.554772	47.9716   	
14.486328	20.0787   	15.505823	48.0335   	
14.464219	20.0417   	15.456825	48.0953   	
14.441904	20.0047   	15.407778	48.1569   	
14.419382	19.9678   	15.358683	48.2183   	
14.396652	19.9309   	15.309539	48.2796   	
14.373716	19.8942   	15.260348	48.3408   	
14.350572	19.8576   	15.211109	48.4018   	
14.327221	19.821    	15.161822	48.4626   	
14.303661	19.7846   	15.112488	48.5233   	
14.279894	19.7482   	15.063107	48.5839   	
14.255918	19.712    	15.013679	48.6442   	
14.231733	19.6758   	14.964205	48.7045   	
14.207339	19.6397   	14.914684	48.7645   	
14.182736	19.6038   	14.865118	48.8244   	
14.157924	19.5679   	14.815505	48.8842   	
14.132902	19.5321   	14.765847	48.9438   	
14.107671	19.4964   	14.716144	49.0032   	
14.082229	19.4608   	14.666396	49.0625   	
14.056577	19.4253   	14.616603	49.1216   	
14.030715	19.3899   	14.566765	49.1806   	
14.004642	19.3546   	14.516883	49.2394   	
13.978359	19.3194   	14.466956	49.298    	
13.951864	19.2842   	14.416986	49.3565   	
13.925158	19.2492   	14.366972	49.4148   	
13.898241	19.2143   	14.316915	49.473    	
13.871112	19.1795   	14.266814	49.531    	
13.843771	19.1448   	14.216671	49.5888   	
13.816219	19.1101   	14.166484	49.6464   	
13.788454	19.0756   	14.116255	49.7039   	
13.760478	19.0412   	14.065984	49.7612   	
13.732288	19.0069   	14.015671	49.8184   	
13.703887	18.9726   	13.965316	49.8754   	
13.675272	18.9385   	13.914919	49.9322   	
13.646445	18.9045   	13.864481	49.9889   	
13.617405	18.8706   	13.814001	50.0454   	
13.588151	18.8367   	13.763481	50.1017   	
13.558685	18.803    	13.712920	50.1578   	
13.529005	18.7694   	13.662318	50.2138   	
13.499112	18.7359   	13.611676	50.2696   	
13.469005	18.7025   	13.560994	50.3252   	
13.438684	18.6692   	13.510272	50.3807   	
13.408150	18.636    	13.459511	50.436    	
13.377401	18.6029   	13.408710	50.4911   	
13.346439	18.5699   	13.357870	50.546    	
13.315263	18.537    	13.306990	50.6008   	
13.283872	18.5042   	13.256072	50.6554   	
13.252267	18.4716   	13.205116	50.7098   	
13.220448	18.439    	13.154121	50.764    	
13.188415	18.4065   	13.103088	50.8181   	
13.156167	18.3742   	13.052017	50.872    	
13.123705	18.3419   	13.000908	50.9257   	
13.091028	18.3098   	12.949762	50.9792   	
13.058137	18.2777   	12.898578	51.0325   	
13.025031	18.2458   	12.847357	51.0857   	
12.991710	18.214    	12.796100	51.1387   	
12.958175	18.1823   	12.744805	51.1915   	
12.924425	18.1507   	12.693474	51.2441   	
12.890460	18.1192   	12.642107	51.2966   	
12.856281	18.0878   	12.590704	51.3488   	
12.821887	18.0565   	12.539265	51.4009   	
12.787278	18.0253   	12.487790	51.4528   	
12.752455	17.9943   	12.436280	51.5045   	
12.717417	17.9633   	12.384735	51.5561   	
12.682164	17.9325   	12.333154	51.6074   	
12.646697	17.9018   	12.281539	51.6586   	
12.611015	17.8712   	12.229888	51.7096   	
12.575119	17.8407   	12.178204	51.7604   	
12.539008	17.8103   	12.126485	51.811    	
12.502682	17.78     	12.074732	51.8614   	
12.466143	17.7498   	12.022945	51.9116   	
12.429389	17.7198   	11.971125	51.9616   	
12.392420	17.6898   	11.919271	52.0115   	
12.355238	17.66     	11.867383	52.0612   	
12.317842	17.6303   	11.815463	52.1106   	
12.280231	17.6007   	11.763510	52.1599   	
12.242407	17.5712   	11.711524	52.209    	
12.204369	17.5418   	11.659505	52.2579   	
12.166117	17.5126   	11.607454	52.3066   	
12.127652	17.4835   	11.555371	52.3552   	
12.088974	17.4544   	11.503256	52.4035   	
12.050082	17.4255   	11.451110	52.4516   	
12.010977	17.3967   	11.398931	52.4996   	
11.971659	17.3681   	11.346722	52.5473   	
11.932128	17.3395   	11.294481	52.5949   	
11.892385	17.3111   	11.242209	52.6422   	
11.852429	17.2827   	11.189906	52.6894   	
11.812261	17.2545   	11.137573	52.7364   	
11.771881	17.2264   	11.085209	52.7831   	
11.731289	17.1985   	11.032815	52.8297   	
11.690486	17.1706   	10.980391	52.8761   	
11.649471	17.1429   	10.927937	52.9223   	
11.608244	17.1153   	10.875453	52.9683   	
11.566807	17.0878   	10.822940	53.014    	
11.525158	17.0604   	10.770397	53.0596   	
11.483300	17.0331   	10.717825	53.105    	
11.441231	17.006    	10.665225	53.1502   	
11.398951	16.979    	10.612595	53.1952   	
11.356462	16.9521   	10.559937	53.24     	
11.313764	16.9253   	10.507250	53.2846   	
11.270856	16.8987   	10.454535	53.3289   	
11.227739	16.8721   	10.401793	53.3731   	
11.184414	16.8457   	10.349022	53.4171   	
11.140880	16.8194   	10.296223	53.4609   	
11.097138	16.7933   	10.243397	53.5045   	
11.053189	16.7672   	10.190543	53.5478   	
11.009032	16.7413   	10.137663	53.591    	
10.964668	16.7155   	10.084755	53.6339   	
10.920097	16.6898   	10.031820	53.6767   	
10.875320	16.6643   	9.978859	53.7193   	
10.830337	16.6388   	9.925871	53.7616   	
10.785148	16.6135   	9.872857	53.8037   	
10.739754	16.5884   	9.819816	53.8457   	
10.694155	16.5633   	9.766750	53.8874   	
10.648352	16.5384   	9.713658	53.9289   	
10.602345	16.5136   	9.660540	53.9702   	
10.556134	16.4889   	9.607397	54.0113   	
10.509719	16.4643   	9.554229	54.0522   	
10.463102	16.4399   	9.501035	54.0929   	
10.416282	16.4156   	9.447816	54.1334   	
10.369261	16.3914   	9.394573	54.1736   	
10.322038	16.3673   	9.341305	54.2137   	
10.274614	16.3434   	9.288012	54.2535   	
10.226990	16.3196   	9.234695	54.2932   	
10.179165	16.2959   	9.181354	54.3326   	
10.131141	16.2724   	9.127990	54.3718   	
10.082917	16.249    	9.074601	54.4108   	
10.034496	16.2257   	9.021189	54.4496   	
9.985876	16.2025   	8.967753	54.4881   	
9.937058	16.1795   	8.914294	54.5265   	
9.888044	16.1566   	8.860812	54.5646   	
9.838833	16.1338   	8.807306	54.6026   	
9.789426	16.1112   	8.753778	54.6403   	
9.739824	16.0886   	8.700228	54.6778   	
9.690027	16.0662   	8.646655	54.7151   	
9.640036	16.044    	8.593059	54.7521   	
9.589852	16.0219   	8.539442	54.789    	
9.539474	15.9999   	8.485802	54.8256   	
9.488904	15.978    	8.432141	54.862    	
9.438142	15.9562   	8.378458	54.8982   	
9.387189	15.9346   	8.324753	54.9342   	
9.336046	15.9132   	8.271027	54.97     	
9.284712	15.8918   	8.217280	55.0056   	
9.233189	15.8706   	8.163512	55.0409   	
9.181478	15.8495   	8.109723	55.076    	
9.129579	15.8285   	8.055913	55.1109   	
9.077493	15.8077   	8.002083	55.1456   	
9.025220	15.787    	7.948232	55.18     	
8.972761	15.7665   	7.894361	55.2142   	
8.920118	15.7461   	7.840470	55.2483   	
8.867289	15.7258   	7.786559	55.282    	
8.814278	15.7056   	7.732629	55.3156   	
8.761083	15.6856   	7.678678	55.349    	
8.707706	15.6657   	7.624708	55.3821   	
8.654147	15.6459   	7.570719	55.415    	
8.600408	15.6263   	7.516711	55.4477   	
8.546489	15.6068   	7.462684	55.4801   	
8.492391	15.5874   	7.408638	55.5124   	
8.438115	15.5682   	7.354573	55.5444   	
8.383661	15.5491   	7.300489	55.5762   	
8.329030	15.5302   	7.246388	55.6077   	
8.274224	15.5113   	7.192268	55.6391   	
8.219242	15.4927   	7.138130	55.6702   	
8.164086	15.4741   	7.083974	55.7011   	
8.108757	15.4557   	7.029800	55.7317   	
8.053255	15.4374   	6.975609	55.7622   	
7.997582	15.4193   	6.921400	55.7924   	
7.941738	15.4013   	6.867173	55.8224   	
7.885724	15.3834   	6.812930	55.8521   	
7.829541	15.3657   	6.758670	55.8817   	
7.773190	15.3481   	6.704392	55.911    	
7.716672	15.3306   	6.650098	55.9401   	
7.659987	15.3133   	6.595788	55.9689   	
7.603137	15.2961   	6.541461	55.9975   	
7.546123	15.279    	6.487118	56.0259   	
7.488946	15.2621   	6.432758	56.0541   	
7.431606	15.2453   	6.378383	56.082    	
7.374104	15.2287   	6.323992	56.1097   	
7.316442	15.2122   	6.269585	56.1372   	
7.258620	15.1958   	6.215162	56.1645   	
7.200640	15.1796   	6.160724	56.1915   	
7.142503	15.1635   	6.106271	56.2183   	
7.084208	15.1476   	6.051803	56.2448   	
7.025759	15.1318   	5.997320	56.2712   	
6.967155	15.1161   	5.942822	56.2973   	
6.908397	15.1006   	5.888309	56.3231   	
6.849488	15.0852   	5.833782	56.3488   	
6.790426	15.0699   	5.779240	56.3742   	
6.731215	15.0548   	5.724685	56.3993   	
6.671855	15.0398   	5.670115	56.4243   	
6.612346	15.025    	5.615531	56.449    	
6.552691	15.0103   	5.560933	56.4734   	
6.492889	14.9957   	5.506322	56.4977   	
6.432943	14.9813   	5.451697	56.5217   	
6.372854	14.967    	5.397059	56.5455   	
6.312621	14.9529   	5.342408	56.569    	
6.252248	14.9389   	5.287743	56.5923   	
6.191734	14.925    	5.233066	56.6154   	
6.131081	14.9113   	5.178376	56.6382   	
6.070291	14.8978   	5.123673	56.6608   	
6.009363	14.8843   	5.068957	56.6832   	
5.948301	14.871    	5.014230	56.7053   	
5.887103	14.8579   	4.959490	56.7272   	
5.825773	14.8449   	4.904738	56.7489   	
5.764311	14.832    	4.849974	56.7703   	
5.702718	14.8193   	4.795198	56.7915   	
5.640996	14.8067   	4.740410	56.8124   	
5.579145	14.7943   	4.685611	56.8332   	
5.517167	14.782    	4.630801	56.8536   	
5.455064	14.7698   	4.575979	56.8739   	
5.392836	14.7578   	4.521146	56.8939   	
5.330485	14.7459   	4.466302	56.9137   	
5.268012	14.7342   	4.411448	56.9332   	
5.205418	14.7226   	4.356582	56.9525   	
5.142705	14.7112   	4.301706	56.9715   	
5.079874	14.6999   	4.246820	56.9904   	
5.016926	14.6887   	4.191924	57.0089   	
4.953863	14.6777   	4.137017	57.0273   	
4.890685	14.6668   	4.082100	57.0454   	
4.827395	14.6561   	4.027173	57.0633   	
4.763993	14.6455   	3.972237	57.0809   	
4.700481	14.6351   	3.917291	57.0983   	
4.636860	14.6248   	3.862336	57.1154   	
4.573131	14.6146   	3.807371	57.1323   	
4.509297	14.6046   	3.752397	57.149    	
4.445358	14.5947   	3.697414	57.1654   	
4.381315	14.585    	3.642422	57.1816   	
4.317171	14.5754   	3.587422	57.1976   	
4.252926	14.566    	3.532413	57.2133   	
4.188582	14.5567   	3.477395	57.2288   	
4.124140	14.5476   	3.422369	57.244    	
4.059602	14.5386   	3.367334	57.259    	
3.994968	14.5297   	3.312292	57.2737   	
3.930242	14.521    	3.257242	57.2882   	
3.865423	14.5124   	3.202183	57.3025   	
3.800513	14.504    	3.147118	57.3165   	
3.735515	14.4957   	3.092044	57.3303   	
3.670428	14.4876   	3.036963	57.3438   	
3.605255	14.4796   	2.981875	57.3571   	
3.539998	14.4718   	2.926780	57.3702   	
3.474657	14.4641   	2.871678	57.383    	
3.409234	14.4565   	2.816568	57.3956   	
3.343731	14.4491   	2.761453	57.4079   	
3.278148	14.4418   	2.706330	57.42     	
3.212489	14.4347   	2.651201	57.4319   	
3.146753	14.4278   	2.596066	57.4435   	
3.080943	14.4209   	2.540924	57.4548   	
3.015060	14.4142   	2.485777	57.466    	
2.949105	14.4077   	2.430623	57.4768   	
2.883081	14.4013   	2.375464	57.4875   	
2.816988	14.3951   	2.320299	57.4979   	
2.750828	14.389    	2.265128	57.508    	
2.684603	14.383    	2.209952	57.5179   	
2.618314	14.3772   	2.154771	57.5276   	
2.551962	14.3716   	2.099584	57.537    	
2.485550	14.3661   	2.044393	57.5462   	
2.419079	14.3607   	1.989197	57.5551   	
2.352550	14.3555   	1.933996	57.5638   	
2.285965	14.3504   	1.878790	57.5722   	
2.219325	14.3455   	1.823580	57.5804   	
2.152633	14.3407   	1.768366	57.5884   	
2.085889	14.3361   	1.713147	57.5961   	
2.019095	14.3316   	1.657924	57.6036   	
1.952253	14.3273   	1.602698	57.6108   	
1.885364	14.3231   	1.547467	57.6178   	
1.818430	14.319    	1.492233	57.6245   	
1.751452	14.3151   	1.436995	57.631    	
1.684433	14.3114   	1.381754	57.6372   	
1.617373	14.3078   	1.326510	57.6433   	
1.550274	14.3043   	1.271262	57.649    	
1.483139	14.301    	1.216012	57.6545   	
1.415967	14.2978   	1.160758	57.6598   	
1.348762	14.2948   	1.105502	57.6648   	
1.281524	14.292    	1.050243	57.6696   	
1.214256	14.2892   	0.994982	57.6741   	
1.146958	14.2867   	0.939718	57.6784   	
1.079633	14.2842   	0.884452	57.6825   	
1.012281	14.2819   	0.829184	57.6863   	
0.944906	14.2798   	0.773914	57.6898   	
0.877508	14.2778   	0.718642	57.6931   	
0.810088	14.276    	0.663368	57.6962   	
0.742650	14.2743   	0.608093	57.699    	
0.675193	14.2727   	0.552817	57.7016   	
0.607720	14.2713   	0.497539	57.7039   	
0.540232	14.2701   	0.442260	57.706    	
0.472732	14.269    	0.386979	57.7078   	
0.405220	14.268    	0.331698	57.7094   	
0.337698	14.2672   	0.276416	57.7108   	
0.270168	14.2666   	0.221134	57.7119   	
0.202632	14.266    	0.165851	57.7127   	
0.135091	14.2657   	0.110568	57.7134   	
0.067546	14.2655   	0.055284	57.7137   	
0.000000	14.2654   	0.000000	57.7138   	
