! Reaction's Kinematics:  Alab & Elab
! 12C + 2H -> 8Be + 6Li     or    2H(12C,8Be)6Li;       Reaction at the "middle" of the target
! Projectile Energy at the reaction place:  27.40 MeV/u;      Grazing angle:  CMS = 1.52 deg;    Lab = 0.38 deg
! Q reaction : -5.89 MeV  (Excitations 0.0+0.0 -> 0.0+0.0);     Plotted Energy option is "after reaction"
Angle  [Lab-deg]1	Fragment - 8Be	Angle  [Lab-deg]2	Residual - 6Li	
2.129911	35.5262   	6.743393	6.40179   	
2.174157	35.5198   	6.878845	6.41029   	
2.218395	35.5133   	7.013995	6.41896   	
2.262625	35.5066   	7.148837	6.42781   	
2.306847	35.4999   	7.283366	6.43683   	
2.351060	35.493    	7.417576	6.44602   	
2.395265	35.4859   	7.551464	6.45539   	
2.439461	35.4787   	7.685023	6.46493   	
2.483648	35.4715   	7.818248	6.47465   	
2.527826	35.464    	7.951135	6.48453   	
2.571995	35.4565   	8.083679	6.49459   	
2.616154	35.4488   	8.215874	6.50483   	
2.660304	35.441    	8.347717	6.51524   	
2.704445	35.433    	8.479201	6.52581   	
2.748575	35.4249   	8.610323	6.53657   	
2.792696	35.4167   	8.741078	6.54749   	
2.836806	35.4084   	8.871461	6.55859   	
2.880906	35.3999   	9.001467	6.56986   	
2.924995	35.3913   	9.131093	6.5813    	
2.969074	35.3826   	9.260333	6.59292   	
3.013142	35.3737   	9.389184	6.6047    	
3.057199	35.3647   	9.517641	6.61666   	
3.101244	35.3556   	9.645700	6.62879   	
3.145279	35.3464   	9.773356	6.64109   	
3.189302	35.337    	9.900606	6.65356   	
3.233313	35.3275   	10.027445	6.66621   	
3.277312	35.3179   	10.153869	6.67902   	
3.321300	35.3081   	10.279875	6.69201   	
3.365275	35.2982   	10.405458	6.70517   	
3.409238	35.2882   	10.530615	6.7185    	
3.453188	35.2781   	10.655342	6.732     	
3.497126	35.2678   	10.779635	6.74567   	
3.541051	35.2574   	10.903490	6.75951   	
3.584962	35.2469   	11.026904	6.77352   	
3.628861	35.2362   	11.149873	6.7877    	
3.672746	35.2254   	11.272394	6.80206   	
3.716618	35.2145   	11.394464	6.81658   	
3.760477	35.2035   	11.516078	6.83127   	
3.804321	35.1923   	11.637235	6.84613   	
3.848151	35.181    	11.757929	6.86116   	
3.891967	35.1696   	11.878159	6.87636   	
3.935769	35.1581   	11.997921	6.89173   	
3.979556	35.1464   	12.117213	6.90727   	
4.023329	35.1346   	12.236030	6.92298   	
4.067087	35.1226   	12.354370	6.93885   	
4.110830	35.1106   	12.472231	6.9549    	
4.154557	35.0984   	12.589609	6.97111   	
4.198269	35.0861   	12.706501	6.98749   	
4.241966	35.0737   	12.822906	7.00404   	
4.285647	35.0611   	12.938819	7.02076   	
4.329312	35.0484   	13.054240	7.03765   	
4.372961	35.0356   	13.169164	7.0547    	
4.416594	35.0227   	13.283591	7.07192   	
4.460211	35.0096   	13.397516	7.08931   	
4.503811	34.9964   	13.510938	7.10687   	
4.547394	34.9831   	13.623855	7.12459   	
4.590960	34.9696   	13.736265	7.14248   	
4.634509	34.9561   	13.848164	7.16053   	
4.678041	34.9424   	13.959552	7.17876   	
4.721556	34.9286   	14.070425	7.19714   	
4.765053	34.9146   	14.180783	7.2157    	
4.808532	34.9006   	14.290622	7.23442   	
4.851994	34.8864   	14.399942	7.25331   	
4.895437	34.8721   	14.508739	7.27236   	
4.938862	34.8576   	14.617014	7.29157   	
4.982268	34.8431   	14.724762	7.31096   	
5.025656	34.8284   	14.831984	7.3305    	
5.069025	34.8136   	14.938678	7.35022   	
5.112376	34.7986   	15.044841	7.37009   	
5.155707	34.7836   	15.150473	7.39013   	
5.199018	34.7684   	15.255571	7.41034   	
5.242310	34.7531   	15.360135	7.43071   	
5.285583	34.7376   	15.464163	7.45124   	
5.328836	34.7221   	15.567653	7.47194   	
5.372068	34.7064   	15.670605	7.4928    	
5.415281	34.6906   	15.773018	7.51382   	
5.458473	34.6747   	15.874889	7.535     	
5.501644	34.6587   	15.976219	7.55635   	
5.544795	34.6425   	16.077005	7.57786   	
5.587925	34.6262   	16.177248	7.59954   	
5.631034	34.6098   	16.276945	7.62137   	
5.674121	34.5933   	16.376097	7.64337   	
5.717187	34.5766   	16.474702	7.66553   	
5.760232	34.5599   	16.572759	7.68785   	
5.803254	34.543    	16.670268	7.71033   	
5.846255	34.526    	16.767227	7.73297   	
5.889234	34.5088   	16.863637	7.75578   	
5.932190	34.4916   	16.959497	7.77874   	
5.975124	34.4742   	17.054806	7.80187   	
6.018035	34.4567   	17.149563	7.82515   	
6.060923	34.4391   	17.243768	7.84859   	
6.103788	34.4213   	17.337421	7.8722    	
6.146630	34.4035   	17.430520	7.89596   	
6.189448	34.3855   	17.523067	7.91989   	
6.232243	34.3674   	17.615060	7.94397   	
6.275014	34.3492   	17.706499	7.96821   	
6.317761	34.3309   	17.797384	7.99261   	
6.360484	34.3124   	17.887715	8.01716   	
6.403183	34.2938   	17.977491	8.04188   	
6.445857	34.2752   	18.066713	8.06675   	
6.488506	34.2563   	18.155380	8.09178   	
6.531130	34.2374   	18.243493	8.11697   	
6.573730	34.2184   	18.331051	8.14231   	
6.616304	34.1992   	18.418054	8.16781   	
6.658853	34.1799   	18.504502	8.19347   	
6.701376	34.1605   	18.590396	8.21929   	
6.743873	34.141    	18.675736	8.24526   	
6.786345	34.1214   	18.760521	8.27138   	
6.828790	34.1016   	18.844753	8.29766   	
6.871208	34.0818   	18.928431	8.3241    	
6.913601	34.0618   	19.011555	8.35069   	
6.955966	34.0417   	19.094127	8.37744   	
6.998305	34.0215   	19.176145	8.40434   	
7.040616	34.0012   	19.257611	8.43139   	
7.082900	33.9807   	19.338526	8.4586    	
7.125157	33.9602   	19.418888	8.48596   	
7.167386	33.9395   	19.498700	8.51348   	
7.209587	33.9187   	19.577961	8.54115   	
7.251760	33.8978   	19.656672	8.56897   	
7.293905	33.8768   	19.734834	8.59694   	
7.336021	33.8556   	19.812447	8.62507   	
7.378109	33.8344   	19.889512	8.65335   	
7.420168	33.813    	19.966029	8.68178   	
7.462197	33.7916   	20.041999	8.71036   	
7.504198	33.77     	20.117423	8.73909   	
7.546169	33.7483   	20.192302	8.76798   	
7.588111	33.7264   	20.266636	8.79701   	
7.630023	33.7045   	20.340426	8.82619   	
7.671905	33.6825   	20.413673	8.85553   	
7.713756	33.6603   	20.486378	8.88501   	
7.755577	33.6381   	20.558541	8.91465   	
7.797368	33.6157   	20.630164	8.94443   	
7.839128	33.5932   	20.701248	8.97436   	
7.880857	33.5706   	20.771793	9.00444   	
7.922555	33.5479   	20.841800	9.03467   	
7.964221	33.525    	20.911270	9.06504   	
8.005856	33.5021   	20.980205	9.09557   	
8.047459	33.4791   	21.048605	9.12624   	
8.089031	33.4559   	21.116472	9.15706   	
8.130570	33.4326   	21.183806	9.18802   	
8.172077	33.4093   	21.250608	9.21913   	
8.213551	33.3858   	21.316880	9.25039   	
8.254992	33.3622   	21.382623	9.28179   	
8.296401	33.3385   	21.447838	9.31334   	
8.337776	33.3147   	21.512525	9.34504   	
8.379118	33.2907   	21.576687	9.37687   	
8.420426	33.2667   	21.640325	9.40886   	
8.461701	33.2426   	21.703439	9.44099   	
8.502942	33.2183   	21.766030	9.47326   	
8.544148	33.194    	21.828101	9.50567   	
8.585321	33.1695   	21.889653	9.53823   	
8.626458	33.1449   	21.950686	9.57093   	
8.667561	33.1202   	22.011202	9.60378   	
8.708629	33.0955   	22.071202	9.63676   	
8.749662	33.0706   	22.130687	9.66989   	
8.790659	33.0456   	22.189660	9.70316   	
8.831621	33.0205   	22.248121	9.73657   	
8.872547	32.9953   	22.306072	9.77012   	
8.913437	32.9699   	22.363513	9.80382   	
8.954291	32.9445   	22.420447	9.83765   	
8.995108	32.919    	22.476875	9.87162   	
9.035889	32.8934   	22.532798	9.90574   	
9.076633	32.8676   	22.588217	9.93999   	
9.117339	32.8418   	22.643135	9.97438   	
9.158009	32.8158   	22.697552	10.0089   	
9.198641	32.7898   	22.751471	10.0436   	
9.239236	32.7636   	22.804891	10.0784   	
9.279792	32.7374   	22.857816	10.1133   	
9.320310	32.711    	22.910246	10.1484   	
9.360790	32.6845   	22.962183	10.1836   	
9.401232	32.658    	23.013628	10.219    	
9.441635	32.6313   	23.064584	10.2545   	
9.481999	32.6045   	23.115051	10.2901   	
9.522323	32.5777   	23.165031	10.3259   	
9.562609	32.5507   	23.214525	10.3618   	
9.602854	32.5236   	23.263536	10.3978   	
9.643060	32.4964   	23.312064	10.434    	
9.683226	32.4692   	23.360112	10.4703   	
9.723351	32.4418   	23.407681	10.5067   	
9.763437	32.4143   	23.454771	10.5433   	
9.803481	32.3867   	23.501386	10.58     	
9.843484	32.3591   	23.547527	10.6168   	
9.883447	32.3313   	23.593195	10.6538   	
9.923368	32.3034   	23.638391	10.6909   	
9.963247	32.2754   	23.683118	10.7281   	
10.003085	32.2474   	23.727377	10.7655   	
10.042880	32.2192   	23.771170	10.803    	
10.082633	32.1909   	23.814498	10.8406   	
10.122344	32.1626   	23.857363	10.8783   	
10.162012	32.1341   	23.899766	10.9162   	
10.201638	32.1055   	23.941710	10.9542   	
10.241220	32.0769   	23.983195	10.9924   	
10.280758	32.0481   	24.024224	11.0306   	
10.320254	32.0193   	24.064798	11.069    	
10.359705	31.9903   	24.104919	11.1076   	
10.399112	31.9613   	24.144588	11.1462   	
10.438475	31.9321   	24.183808	11.185    	
10.477794	31.9029   	24.222579	11.2239   	
10.517067	31.8736   	24.260904	11.2629   	
10.556296	31.8441   	24.298783	11.3021   	
10.595480	31.8146   	24.336220	11.3414   	
10.634618	31.785    	24.373215	11.3808   	
10.673711	31.7553   	24.409770	11.4203   	
10.712757	31.7255   	24.445887	11.46     	
10.751758	31.6956   	24.481567	11.4998   	
10.790712	31.6656   	24.516813	11.5397   	
10.829619	31.6355   	24.551625	11.5797   	
10.868480	31.6054   	24.586006	11.6199   	
10.907294	31.5751   	24.619957	11.6601   	
10.946060	31.5448   	24.653479	11.7005   	
10.984779	31.5143   	24.686576	11.741    	
11.023450	31.4838   	24.719247	11.7817   	
11.062073	31.4532   	24.751496	11.8225   	
11.100648	31.4224   	24.783323	11.8633   	
11.139174	31.3916   	24.814730	11.9043   	
11.177652	31.3607   	24.845720	11.9455   	
11.216081	31.3297   	24.876293	11.9867   	
11.254460	31.2987   	24.906451	12.0281   	
11.292790	31.2675   	24.936196	12.0695   	
11.331070	31.2362   	24.965530	12.1111   	
11.369301	31.2049   	24.994454	12.1528   	
11.407481	31.1735   	25.022970	12.1947   	
11.445610	31.1419   	25.051080	12.2366   	
11.483689	31.1103   	25.078785	12.2787   	
11.521718	31.0786   	25.106088	12.3209   	
11.559694	31.0469   	25.132989	12.3632   	
11.597620	31.015    	25.159490	12.4056   	
11.635494	30.983    	25.185593	12.4481   	
11.673316	30.951    	25.211300	12.4907   	
11.711086	30.9189   	25.236613	12.5335   	
11.748803	30.8867   	25.261532	12.5763   	
11.786468	30.8544   	25.286060	12.6193   	
11.824079	30.822    	25.310198	12.6624   	
11.861638	30.7895   	25.333949	12.7056   	
11.899143	30.757    	25.357313	12.7489   	
11.936595	30.7244   	25.380292	12.7924   	
11.973992	30.6916   	25.402888	12.8359   	
12.011336	30.6589   	25.425103	12.8796   	
12.048625	30.626    	25.446938	12.9233   	
12.085859	30.593    	25.468394	12.9672   	
12.123038	30.56     	25.489474	13.0112   	
12.160162	30.5268   	25.510179	13.0552   	
12.197231	30.4936   	25.530511	13.0994   	
12.234244	30.4603   	25.550472	13.1437   	
12.271201	30.427    	25.570062	13.1881   	
12.308101	30.3935   	25.589283	13.2327   	
12.344945	30.36     	25.608138	13.2773   	
12.381732	30.3264   	25.626628	13.322    	
12.418463	30.2927   	25.644754	13.3668   	
12.455135	30.2589   	25.662518	13.4118   	
12.491751	30.2251   	25.679922	13.4568   	
12.528308	30.1912   	25.696966	13.502    	
12.564808	30.1572   	25.713654	13.5472   	
12.601249	30.1231   	25.729986	13.5926   	
12.637631	30.0889   	25.745963	13.638    	
12.673954	30.0547   	25.761589	13.6836   	
12.710218	30.0204   	25.776863	13.7293   	
12.746423	29.986    	25.791788	13.775    	
12.782568	29.9515   	25.806365	13.8209   	
12.818653	29.917    	25.820596	13.8669   	
12.854678	29.8824   	25.834482	13.9129   	
12.890642	29.8477   	25.848025	13.9591   	
12.926545	29.8129   	25.861226	14.0054   	
12.962387	29.7781   	25.874087	14.0517   	
12.998168	29.7432   	25.886610	14.0982   	
13.033887	29.7082   	25.898796	14.1448   	
13.069544	29.6731   	25.910646	14.1914   	
13.105139	29.638    	25.922163	14.2382   	
13.140671	29.6028   	25.933347	14.285    	
13.176141	29.5675   	25.944200	14.332    	
13.211547	29.5322   	25.954723	14.379    	
13.246890	29.4967   	25.964919	14.4262   	
13.282170	29.4613   	25.974788	14.4734   	
13.317385	29.4257   	25.984332	14.5207   	
13.352537	29.3901   	25.993553	14.5681   	
13.387624	29.3544   	26.002452	14.6157   	
13.422646	29.3186   	26.011031	14.6633   	
13.457603	29.2827   	26.019290	14.711    	
13.492494	29.2468   	26.027232	14.7588   	
13.527320	29.2109   	26.034858	14.8066   	
13.562080	29.1748   	26.042169	14.8546   	
13.596774	29.1387   	26.049167	14.9027   	
13.631401	29.1025   	26.055854	14.9508   	
13.665962	29.0663   	26.062230	14.9991   	
13.700455	29.0299   	26.068297	15.0474   	
13.734881	28.9936   	26.074057	15.0958   	
13.769239	28.9571   	26.079511	15.1444   	
13.803529	28.9206   	26.084660	15.193    	
13.837751	28.884    	26.089506	15.2416   	
13.871904	28.8474   	26.094050	15.2904   	
13.905989	28.8106   	26.098294	15.3393   	
13.940004	28.7739   	26.102239	15.3882   	
13.973949	28.737    	26.105887	15.4372   	
14.007825	28.7001   	26.109238	15.4864   	
14.041631	28.6632   	26.112295	15.5356   	
14.075366	28.6261   	26.115058	15.5848   	
14.109030	28.589    	26.117530	15.6342   	
14.142624	28.5519   	26.119710	15.6837   	
14.176146	28.5147   	26.121601	15.7332   	
14.209596	28.4774   	26.123205	15.7828   	
14.242975	28.44     	26.124522	15.8325   	
14.276281	28.4026   	26.125553	15.8823   	
14.309514	28.3652   	26.126301	15.9321   	
14.342675	28.3277   	26.126766	15.9821   	
14.375762	28.2901   	26.126950	16.0321   	
14.408776	28.2524   	26.126854	16.0822   	
14.441716	28.2147   	26.126479	16.1323   	
14.474582	28.177    	26.125827	16.1826   	
14.507373	28.1392   	26.124900	16.2329   	
14.540089	28.1013   	26.123697	16.2833   	
14.572731	28.0634   	26.122221	16.3338   	
14.605297	28.0254   	26.120473	16.3844   	
14.637787	27.9873   	26.118455	16.435    	
14.670201	27.9492   	26.116166	16.4857   	
14.702538	27.9111   	26.113610	16.5365   	
14.734799	27.8729   	26.110787	16.5873   	
14.766983	27.8346   	26.107697	16.6383   	
14.799089	27.7963   	26.104344	16.6893   	
14.831117	27.7579   	26.100727	16.7403   	
14.863068	27.7195   	26.096849	16.7915   	
14.894940	27.681    	26.092709	16.8427   	
14.926733	27.6424   	26.088310	16.894    	
14.958448	27.6039   	26.083654	16.9453   	
14.990082	27.5652   	26.078740	16.9968   	
15.021638	27.5265   	26.073570	17.0483   	
15.053113	27.4878   	26.068145	17.0998   	
15.084507	27.449    	26.062468	17.1515   	
15.115821	27.4101   	26.056538	17.2032   	
15.147054	27.3712   	26.050357	17.2549   	
15.178205	27.3323   	26.043927	17.3068   	
15.209275	27.2933   	26.037248	17.3587   	
15.240262	27.2542   	26.030321	17.4106   	
15.271167	27.2151   	26.023149	17.4627   	
15.301989	27.176    	26.015731	17.5148   	
15.332728	27.1368   	26.008070	17.5669   	
15.363384	27.0975   	26.000166	17.6192   	
15.393956	27.0583   	25.992020	17.6715   	
15.424443	27.0189   	25.983634	17.7238   	
15.454846	26.9795   	25.975009	17.7762   	
15.485164	26.9401   	25.966145	17.8287   	
15.515397	26.9006   	25.957045	17.8812   	
15.545544	26.8611   	25.947709	17.9338   	
15.575605	26.8215   	25.938138	17.9865   	
15.605580	26.7819   	25.928334	18.0392   	
15.635468	26.7423   	25.918297	18.092    	
15.665269	26.7026   	25.908029	18.1448   	
15.694982	26.6628   	25.897531	18.1977   	
15.724608	26.623    	25.886803	18.2507   	
15.754146	26.5832   	25.875848	18.3037   	
15.783595	26.5433   	25.864665	18.3567   	
15.812956	26.5034   	25.853257	18.4099   	
15.842227	26.4635   	25.841624	18.463    	
15.871408	26.4235   	25.829767	18.5163   	
15.900500	26.3834   	25.817687	18.5696   	
15.929501	26.3433   	25.805386	18.6229   	
15.958411	26.3032   	25.792865	18.6763   	
15.987231	26.2631   	25.780124	18.7297   	
16.015959	26.2229   	25.767164	18.7832   	
16.044595	26.1826   	25.753988	18.8368   	
16.073139	26.1424   	25.740595	18.8904   	
16.101590	26.102    	25.726986	18.944    	
16.129948	26.0617   	25.713164	18.9977   	
16.158213	26.0213   	25.699128	19.0515   	
16.186385	25.9809   	25.684880	19.1053   	
16.214462	25.9404   	25.670421	19.1591   	
16.242444	25.8999   	25.655751	19.213    	
16.270332	25.8594   	25.640873	19.267    	
16.298124	25.8188   	25.625786	19.321    	
16.325821	25.7782   	25.610492	19.375    	
16.353422	25.7376   	25.594992	19.4291   	
16.380926	25.6969   	25.579287	19.4832   	
16.408334	25.6562   	25.563377	19.5374   	
16.435644	25.6155   	25.547265	19.5916   	
16.462856	25.5747   	25.530950	19.6459   	
16.489971	25.5339   	25.514434	19.7002   	
16.516987	25.4931   	25.497717	19.7545   	
16.543905	25.4522   	25.480801	19.8089   	
16.570723	25.4113   	25.463687	19.8633   	
16.597441	25.3704   	25.446375	19.9178   	
16.624060	25.3294   	25.428867	19.9723   	
16.650578	25.2884   	25.411163	20.0269   	
16.676995	25.2474   	25.393265	20.0815   	
16.703311	25.2063   	25.375172	20.1361   	
16.729525	25.1653   	25.356888	20.1908   	
16.755638	25.1242   	25.338411	20.2455   	
16.781647	25.083    	25.319743	20.3002   	
16.807554	25.0419   	25.300885	20.355    	
16.833358	25.0007   	25.281838	20.4098   	
16.859058	24.9595   	25.262603	20.4647   	
16.884654	24.9182   	25.243181	20.5196   	
16.910145	24.8769   	25.223572	20.5745   	
16.935531	24.8356   	25.203778	20.6294   	
16.960812	24.7943   	25.183799	20.6844   	
16.985987	24.753    	25.163636	20.7394   	
17.011056	24.7116   	25.143291	20.7945   	
17.036019	24.6702   	25.122763	20.8496   	
17.060874	24.6288   	25.102054	20.9047   	
17.085621	24.5874   	25.081166	20.9599   	
17.110261	24.5459   	25.060097	21.015    	
17.134792	24.5044   	25.038850	21.0703   	
17.159215	24.4629   	25.017426	21.1255   	
17.183528	24.4214   	24.995824	21.1808   	
17.207732	24.3798   	24.974047	21.2361   	
17.231826	24.3383   	24.952095	21.2914   	
17.255809	24.2967   	24.929968	21.3467   	
17.279681	24.2551   	24.907667	21.4021   	
17.303441	24.2134   	24.885194	21.4575   	
17.327090	24.1718   	24.862550	21.5129   	
17.350627	24.1301   	24.839734	21.5684   	
17.374051	24.0884   	24.816748	21.6239   	
17.397361	24.0467   	24.793593	21.6794   	
17.420558	24.005    	24.770269	21.7349   	
17.443641	23.9633   	24.746777	21.7904   	
17.466609	23.9215   	24.723118	21.846    	
17.489462	23.8798   	24.699293	21.9016   	
17.512200	23.838    	24.675303	21.9572   	
17.534822	23.7962   	24.651149	22.0128   	
17.557328	23.7544   	24.626830	22.0685   	
17.579717	23.7125   	24.602348	22.1242   	
17.601988	23.6707   	24.577704	22.1798   	
17.624142	23.6288   	24.552899	22.2355   	
17.646177	23.587    	24.527933	22.2913   	
17.668094	23.5451   	24.502807	22.347    	
17.689892	23.5032   	24.477522	22.4028   	
17.711570	23.4613   	24.452079	22.4585   	
17.733128	23.4193   	24.426477	22.5143   	
17.754566	23.3774   	24.400719	22.5701   	
17.775882	23.3355   	24.374805	22.626    	
17.797078	23.2935   	24.348735	22.6818   	
17.818151	23.2516   	24.322511	22.7376   	
17.839101	23.2096   	24.296133	22.7935   	
17.859929	23.1676   	24.269601	22.8494   	
17.880634	23.1256   	24.242917	22.9053   	
17.901214	23.0836   	24.216081	22.9611   	
17.921670	23.0416   	24.189095	23.0171   	
17.942002	22.9996   	24.161957	23.073    	
17.962208	22.9576   	24.134671	23.1289   	
17.982288	22.9155   	24.107235	23.1848   	
18.002242	22.8735   	24.079651	23.2408   	
18.022069	22.8315   	24.051920	23.2967   	
18.041769	22.7894   	24.024042	23.3527   	
18.061341	22.7474   	23.996018	23.4086   	
18.080785	22.7053   	23.967848	23.4646   	
18.100100	22.6633   	23.939534	23.5206   	
18.119286	22.6212   	23.911076	23.5766   	
18.138342	22.5791   	23.882474	23.6325   	
18.157268	22.5371   	23.853730	23.6885   	
18.176063	22.495    	23.824844	23.7445   	
18.194727	22.4529   	23.795817	23.8005   	
18.213259	22.4109   	23.766649	23.8565   	
18.231658	22.3688   	23.737340	23.9125   	
18.249925	22.3267   	23.707893	23.9685   	
18.268059	22.2846   	23.678307	24.0245   	
18.286059	22.2425   	23.648583	24.0805   	
18.303924	22.2005   	23.618722	24.1365   	
18.321655	22.1584   	23.588724	24.1925   	
18.339250	22.1163   	23.558590	24.2485   	
18.356710	22.0742   	23.528321	24.3045   	
18.374033	22.0322   	23.497917	24.3605   	
18.391219	21.9901   	23.467378	24.4165   	
18.408268	21.948    	23.436707	24.4724   	
18.425179	21.906    	23.405902	24.5284   	
18.441951	21.8639   	23.374965	24.5844   	
18.458584	21.8219   	23.343897	24.6404   	
18.475078	21.7798   	23.312698	24.6963   	
18.491432	21.7378   	23.281368	24.7523   	
18.507645	21.6957   	23.249909	24.8082   	
18.523716	21.6537   	23.218320	24.8642   	
18.539647	21.6117   	23.186604	24.9201   	
18.555435	21.5697   	23.154759	24.976    	
18.571080	21.5276   	23.122787	25.0319   	
18.586582	21.4856   	23.090688	25.0878   	
18.601940	21.4436   	23.058463	25.1437   	
18.617154	21.4016   	23.026113	25.1996   	
18.632222	21.3597   	22.993637	25.2555   	
18.647146	21.3177   	22.961038	25.3113   	
18.661923	21.2757   	22.928314	25.3672   	
18.676554	21.2338   	22.895468	25.423    	
18.691037	21.1918   	22.862499	25.4788   	
18.705373	21.1499   	22.829408	25.5347   	
18.719561	21.108    	22.796196	25.5904   	
18.733599	21.0661   	22.762862	25.6462   	
18.747489	21.0242   	22.729409	25.702    	
18.761229	20.9823   	22.695836	25.7577   	
18.774818	20.9404   	22.662144	25.8134   	
18.788256	20.8986   	22.628333	25.8691   	
18.801542	20.8567   	22.594404	25.9248   	
18.814677	20.8149   	22.560358	25.9805   	
18.827658	20.7731   	22.526194	26.0362   	
18.840486	20.7313   	22.491915	26.0918   	
18.853161	20.6895   	22.457520	26.1474   	
18.865681	20.6477   	22.423009	26.203    	
18.878046	20.606    	22.388384	26.2586   	
18.890255	20.5642   	22.353644	26.3141   	
18.902308	20.5225   	22.318791	26.3696   	
18.914205	20.4808   	22.283825	26.4251   	
18.925944	20.4391   	22.248747	26.4806   	
18.937525	20.3975   	22.213556	26.5361   	
18.948947	20.3558   	22.178254	26.5915   	
18.960211	20.3142   	22.142840	26.6469   	
18.971315	20.2726   	22.107317	26.7023   	
18.982258	20.231    	22.071683	26.7576   	
18.993041	20.1894   	22.035940	26.8129   	
19.003663	20.1479   	22.000088	26.8682   	
19.014122	20.1063   	21.964128	26.9235   	
19.024418	20.0648   	21.928060	26.9787   	
19.034552	20.0233   	21.891884	27.034    	
19.044521	19.9819   	21.855602	27.0891   	
19.054327	19.9404   	21.819213	27.1443   	
19.063967	19.899    	21.782719	27.1994   	
19.073441	19.8576   	21.746119	27.2545   	
19.082750	19.8163   	21.709414	27.3095   	
19.091891	19.7749   	21.672605	27.3646   	
19.100865	19.7336   	21.635692	27.4196   	
19.109671	19.6923   	21.598676	27.4745   	
19.118308	19.651    	21.561556	27.5294   	
19.126776	19.6098   	21.524335	27.5843   	
19.135074	19.5686   	21.487011	27.6392   	
19.143202	19.5274   	21.449586	27.694    	
19.151158	19.4862   	21.412060	27.7488   	
19.158943	19.4451   	21.374433	27.8035   	
19.166555	19.404    	21.336706	27.8582   	
19.173995	19.3629   	21.298880	27.9129   	
19.181261	19.3219   	21.260955	27.9675   	
19.188352	19.2808   	21.222931	28.0221   	
19.195269	19.2399   	21.184809	28.0767   	
19.202010	19.1989   	21.146589	28.1312   	
19.208575	19.158    	21.108272	28.1857   	
19.214964	19.1171   	21.069859	28.2401   	
19.221175	19.0762   	21.031349	28.2945   	
19.227208	19.0354   	20.992743	28.3488   	
19.233063	18.9946   	20.954041	28.4031   	
19.238738	18.9538   	20.915245	28.4574   	
19.244233	18.913    	20.876354	28.5116   	
19.249548	18.8723   	20.837369	28.5658   	
19.254681	18.8317   	20.798291	28.6199   	
19.259633	18.791    	20.759119	28.674    	
19.264402	18.7504   	20.719855	28.728    	
19.268989	18.7099   	20.680498	28.782    	
19.273391	18.6693   	20.641049	28.836    	
19.277609	18.6288   	20.601509	28.8899   	
19.281642	18.5884   	20.561878	28.9437   	
19.285490	18.5479   	20.522156	28.9975   	
19.289151	18.5076   	20.482344	29.0513   	
