! Reaction's Kinematics:  Alab & Elab
! 12C + 2H -> 8Be + 6Li     or    2H(12C,8Be)6Li;       Reaction at the "middle" of the target
! Projectile Energy at the reaction place:  27.40 MeV/u;      Grazing angle:  CMS = 1.52 deg;    Lab = 0.33 deg
! Q reaction : -17.24 MeV  (Excitations 0.0+0.0 -> 11.3+0.0);     Plotted Energy option is "after reaction"
Angle  [Lab-deg]1	Fragment - 8Be	Angle  [Lab-deg]2	Residual - 6Li	
2.818010	32.8059   	7.605917	8.13469   	
2.856856	32.7978   	7.705185	8.14545   	
2.895689	32.7896   	7.804201	8.15637   	
2.934510	32.7813   	7.902962	8.16742   	
2.973319	32.7729   	8.001466	8.17863   	
3.012114	32.7644   	8.099709	8.18998   	
3.050897	32.7557   	8.197690	8.20147   	
3.089667	32.747    	8.295405	8.21312   	
3.128424	32.7381   	8.392853	8.2249    	
3.167167	32.7292   	8.490029	8.23683   	
3.205897	32.7201   	8.586933	8.24891   	
3.244613	32.7109   	8.683562	8.26113   	
3.283315	32.7016   	8.779912	8.27349   	
3.322003	32.6922   	8.875982	8.286     	
3.360677	32.6827   	8.971769	8.29866   	
3.399336	32.6731   	9.067271	8.31146   	
3.437981	32.6634   	9.162486	8.3244    	
3.476611	32.6535   	9.257410	8.33749   	
3.515226	32.6436   	9.352043	8.35072   	
3.553826	32.6335   	9.446381	8.3641    	
3.592411	32.6234   	9.540423	8.37762   	
3.630980	32.6131   	9.634165	8.39128   	
3.669534	32.6027   	9.727607	8.40508   	
3.708072	32.5923   	9.820746	8.41903   	
3.746594	32.5817   	9.913579	8.43313   	
3.785099	32.571    	10.006106	8.44736   	
3.823589	32.5602   	10.098323	8.46174   	
3.862062	32.5493   	10.190228	8.47626   	
3.900518	32.5382   	10.281820	8.49092   	
3.938957	32.5271   	10.373097	8.50573   	
3.977380	32.5159   	10.464056	8.52068   	
4.015785	32.5045   	10.554697	8.53577   	
4.054173	32.4931   	10.645016	8.551     	
4.092543	32.4815   	10.735012	8.56638   	
4.130896	32.4699   	10.824684	8.58189   	
4.169230	32.4581   	10.914029	8.59755   	
4.207547	32.4462   	11.003046	8.61335   	
4.245845	32.4343   	11.091732	8.62929   	
4.284125	32.4222   	11.180087	8.64537   	
4.322386	32.41     	11.268109	8.6616    	
4.360629	32.3977   	11.355795	8.67796   	
4.398852	32.3853   	11.443145	8.69447   	
4.437057	32.3728   	11.530157	8.71111   	
4.475242	32.3602   	11.616829	8.72789   	
4.513408	32.3475   	11.703159	8.74482   	
4.551554	32.3346   	11.789147	8.76189   	
4.589680	32.3217   	11.874790	8.77909   	
4.627786	32.3087   	11.960087	8.79643   	
4.665872	32.2955   	12.045038	8.81392   	
4.703937	32.2823   	12.129639	8.83154   	
4.741982	32.269    	12.213891	8.8493    	
4.780007	32.2555   	12.297792	8.86721   	
4.818010	32.2419   	12.381340	8.88525   	
4.855992	32.2283   	12.464534	8.90342   	
4.893953	32.2145   	12.547373	8.92174   	
4.931893	32.2007   	12.629855	8.9402    	
4.969811	32.1867   	12.711981	8.95879   	
5.007707	32.1726   	12.793747	8.97752   	
5.045581	32.1584   	12.875154	8.99639   	
5.083432	32.1442   	12.956200	9.0154    	
5.121262	32.1298   	13.036884	9.03454   	
5.159069	32.1153   	13.117204	9.05382   	
5.196853	32.1007   	13.197161	9.07324   	
5.234615	32.086    	13.276753	9.09279   	
5.272353	32.0712   	13.355978	9.11248   	
5.310068	32.0563   	13.434837	9.13231   	
5.347759	32.0413   	13.513327	9.15227   	
5.385427	32.0262   	13.591449	9.17237   	
5.423071	32.011    	13.669201	9.19261   	
5.460691	31.9957   	13.746582	9.21298   	
5.498287	31.9803   	13.823592	9.23348   	
5.535859	31.9648   	13.900230	9.25412   	
5.573406	31.9492   	13.976495	9.2749    	
5.610928	31.9335   	14.052387	9.29581   	
5.648425	31.9176   	14.127903	9.31686   	
5.685898	31.9017   	14.203045	9.33804   	
5.723344	31.8857   	14.277811	9.35935   	
5.760766	31.8696   	14.352201	9.3808    	
5.798162	31.8534   	14.426213	9.40238   	
5.835531	31.8371   	14.499848	9.42409   	
5.872875	31.8206   	14.573105	9.44594   	
5.910193	31.8041   	14.645983	9.46792   	
5.947484	31.7875   	14.718482	9.49004   	
5.984749	31.7708   	14.790601	9.51228   	
6.021986	31.754    	14.862340	9.53466   	
6.059197	31.7371   	14.933697	9.55717   	
6.096381	31.7201   	15.004674	9.57982   	
6.133537	31.7029   	15.075270	9.60259   	
6.170666	31.6857   	15.145483	9.6255    	
6.207767	31.6684   	15.215314	9.64853   	
6.244840	31.651    	15.284762	9.6717    	
6.281885	31.6335   	15.353828	9.695     	
6.318902	31.6159   	15.422510	9.71843   	
6.355890	31.5982   	15.490809	9.74199   	
6.392849	31.5804   	15.558723	9.76568   	
6.429780	31.5625   	15.626254	9.7895    	
6.466681	31.5445   	15.693400	9.81345   	
6.503554	31.5264   	15.760162	9.83753   	
6.540397	31.5082   	15.826540	9.86174   	
6.577210	31.4899   	15.892532	9.88608   	
6.613993	31.4715   	15.958140	9.91054   	
6.650746	31.4531   	16.023363	9.93514   	
6.687469	31.4345   	16.088200	9.95986   	
6.724162	31.4158   	16.152653	9.98471   	
6.760824	31.397    	16.216720	10.0097   	
6.797455	31.3782   	16.280401	10.0348   	
6.834055	31.3592   	16.343698	10.06     	
6.870624	31.3402   	16.406609	10.0854   	
6.907162	31.321    	16.469135	10.1109   	
6.943668	31.3018   	16.531275	10.1365   	
6.980142	31.2824   	16.593031	10.1622   	
7.016585	31.263    	16.654401	10.1881   	
7.052995	31.2435   	16.715386	10.2141   	
7.089372	31.2238   	16.775986	10.2402   	
7.125717	31.2041   	16.836202	10.2664   	
7.162030	31.1843   	16.896033	10.2928   	
7.198309	31.1644   	16.955479	10.3193   	
7.234555	31.1444   	17.014541	10.3459   	
7.270768	31.1243   	17.073219	10.3727   	
7.306947	31.1041   	17.131512	10.3995   	
7.343093	31.0838   	17.189423	10.4265   	
7.379204	31.0635   	17.246949	10.4536   	
7.415282	31.043    	17.304093	10.4809   	
7.451325	31.0225   	17.360853	10.5082   	
7.487333	31.0018   	17.417231	10.5357   	
7.523307	30.9811   	17.473227	10.5633   	
7.559245	30.9602   	17.528840	10.591    	
7.595149	30.9393   	17.584072	10.6189   	
7.631017	30.9183   	17.638923	10.6468   	
7.666849	30.8972   	17.693392	10.6749   	
7.702646	30.876    	17.747481	10.7031   	
7.738406	30.8547   	17.801189	10.7315   	
7.774131	30.8333   	17.854518	10.7599   	
7.809819	30.8119   	17.907467	10.7885   	
7.845470	30.7903   	17.960037	10.8172   	
7.881085	30.7687   	18.012229	10.846    	
7.916662	30.7469   	18.064043	10.8749   	
7.952203	30.7251   	18.115479	10.904    	
7.987706	30.7032   	18.166537	10.9331   	
8.023171	30.6812   	18.217219	10.9624   	
8.058598	30.6591   	18.267525	10.9918   	
8.093988	30.6369   	18.317455	11.0213   	
8.129339	30.6146   	18.367010	11.051    	
8.164651	30.5923   	18.416191	11.0807   	
8.199925	30.5698   	18.464997	11.1106   	
8.235160	30.5473   	18.513430	11.1406   	
8.270356	30.5247   	18.561490	11.1707   	
8.305513	30.502    	18.609178	11.2009   	
8.340630	30.4792   	18.656494	11.2313   	
8.375707	30.4563   	18.703438	11.2617   	
8.410744	30.4333   	18.750012	11.2923   	
8.445741	30.4103   	18.796217	11.323    	
8.480698	30.3871   	18.842052	11.3538   	
8.515614	30.3639   	18.887518	11.3847   	
8.550490	30.3406   	18.932616	11.4157   	
8.585324	30.3172   	18.977347	11.4468   	
8.620117	30.2937   	19.021712	11.4781   	
8.654869	30.2701   	19.065710	11.5094   	
8.689579	30.2465   	19.109343	11.5409   	
8.724247	30.2228   	19.152611	11.5725   	
8.758873	30.1989   	19.195516	11.6042   	
8.793456	30.175    	19.238057	11.636    	
8.827997	30.151    	19.280236	11.668    	
8.862496	30.127    	19.322054	11.7      	
8.896951	30.1028   	19.363510	11.7321   	
8.931363	30.0786   	19.404606	11.7644   	
8.965732	30.0543   	19.445342	11.7968   	
9.000057	30.0298   	19.485720	11.8292   	
9.034338	30.0054   	19.525740	11.8618   	
9.068575	29.9808   	19.565402	11.8945   	
9.102768	29.9561   	19.604709	11.9273   	
9.136916	29.9314   	19.643659	11.9602   	
9.171020	29.9066   	19.682255	11.9933   	
9.205079	29.8817   	19.720497	12.0264   	
9.239092	29.8567   	19.758386	12.0596   	
9.273060	29.8317   	19.795922	12.093    	
9.306982	29.8065   	19.833107	12.1264   	
9.340859	29.7813   	19.869941	12.16     	
9.374689	29.756    	19.906425	12.1937   	
9.408473	29.7307   	19.942560	12.2274   	
9.442211	29.7052   	19.978346	12.2613   	
9.475902	29.6797   	20.013786	12.2953   	
9.509545	29.6541   	20.048879	12.3294   	
9.543142	29.6284   	20.083626	12.3636   	
9.576691	29.6026   	20.118029	12.3979   	
9.610192	29.5768   	20.152087	12.4323   	
9.643646	29.5508   	20.185803	12.4668   	
9.677051	29.5248   	20.219176	12.5014   	
9.710408	29.4987   	20.252209	12.5361   	
9.743716	29.4726   	20.284900	12.5709   	
9.776976	29.4464   	20.317253	12.6058   	
9.810186	29.42     	20.349266	12.6408   	
9.843347	29.3937   	20.380943	12.6759   	
9.876459	29.3672   	20.412282	12.7111   	
9.909521	29.3407   	20.443285	12.7465   	
9.942533	29.314    	20.473954	12.7819   	
9.975494	29.2874   	20.504288	12.8174   	
10.008405	29.2606   	20.534290	12.853    	
10.041265	29.2338   	20.563959	12.8887   	
10.074075	29.2068   	20.593297	12.9246   	
10.106833	29.1799   	20.622305	12.9605   	
10.139540	29.1528   	20.650983	12.9965   	
10.172195	29.1257   	20.679333	13.0326   	
10.204798	29.0984   	20.707355	13.0688   	
10.237349	29.0712   	20.735051	13.1051   	
10.269848	29.0438   	20.762422	13.1415   	
10.302294	29.0164   	20.789467	13.178    	
10.334687	28.9889   	20.816189	13.2146   	
10.367027	28.9613   	20.842588	13.2513   	
10.399314	28.9337   	20.868666	13.2881   	
10.431547	28.906    	20.894422	13.325    	
10.463726	28.8782   	20.919859	13.362    	
10.495852	28.8503   	20.944976	13.399    	
10.527922	28.8224   	20.969776	13.4362   	
10.559939	28.7944   	20.994259	13.4735   	
10.591900	28.7663   	21.018426	13.5108   	
10.623807	28.7382   	21.042278	13.5483   	
10.655658	28.71     	21.065815	13.5858   	
10.687453	28.6817   	21.089040	13.6234   	
10.719193	28.6534   	21.111952	13.6612   	
10.750877	28.6249   	21.134554	13.699    	
10.782504	28.5965   	21.156845	13.7369   	
10.814075	28.5679   	21.178827	13.7749   	
10.845589	28.5393   	21.200501	13.813    	
10.877046	28.5106   	21.221867	13.8511   	
10.908445	28.4819   	21.242927	13.8894   	
10.939787	28.453    	21.263683	13.9278   	
10.971072	28.4241   	21.284133	13.9662   	
11.002298	28.3952   	21.304281	14.0047   	
11.033466	28.3662   	21.324126	14.0434   	
11.064575	28.3371   	21.343670	14.0821   	
11.095625	28.3079   	21.362913	14.1209   	
11.126617	28.2787   	21.381858	14.1598   	
11.157549	28.2494   	21.400504	14.1987   	
11.188421	28.2201   	21.418852	14.2378   	
11.219233	28.1907   	21.436904	14.2769   	
11.249986	28.1612   	21.454661	14.3161   	
11.280678	28.1317   	21.472123	14.3555   	
11.311309	28.1021   	21.489292	14.3949   	
11.341880	28.0724   	21.506168	14.4343   	
11.372389	28.0427   	21.522753	14.4739   	
11.402837	28.0129   	21.539048	14.5135   	
11.433223	27.983    	21.555053	14.5533   	
11.463547	27.9531   	21.570770	14.5931   	
11.493809	27.9231   	21.586199	14.633    	
11.524008	27.8931   	21.601341	14.673    	
11.554145	27.863    	21.616199	14.713    	
11.584218	27.8328   	21.630771	14.7532   	
11.614229	27.8026   	21.645060	14.7934   	
11.644176	27.7723   	21.659067	14.8337   	
11.674059	27.742    	21.672792	14.8741   	
11.703877	27.7116   	21.686236	14.9145   	
11.733632	27.6811   	21.699401	14.9551   	
11.763322	27.6506   	21.712287	14.9957   	
11.792947	27.62     	21.724895	15.0364   	
11.822507	27.5894   	21.737227	15.0772   	
11.852001	27.5587   	21.749283	15.118    	
11.881430	27.5279   	21.761065	15.1589   	
11.910792	27.4971   	21.772572	15.1999   	
11.940088	27.4663   	21.783807	15.241    	
11.969318	27.4353   	21.794770	15.2822   	
11.998481	27.4044   	21.805463	15.3234   	
12.027577	27.3733   	21.815885	15.3647   	
12.056606	27.3422   	21.826039	15.4061   	
12.085566	27.3111   	21.835925	15.4476   	
12.114459	27.2799   	21.845544	15.4891   	
12.143284	27.2486   	21.854897	15.5307   	
12.172040	27.2173   	21.863985	15.5724   	
12.200728	27.1859   	21.872809	15.6141   	
12.229346	27.1545   	21.881370	15.6559   	
12.257895	27.123    	21.889669	15.6978   	
12.286374	27.0915   	21.897707	15.7398   	
12.314784	27.0599   	21.905485	15.7818   	
12.343123	27.0283   	21.913003	15.8239   	
12.371392	26.9966   	21.920263	15.8661   	
12.399590	26.9648   	21.927266	15.9084   	
12.427717	26.933    	21.934013	15.9507   	
12.455773	26.9012   	21.940504	15.9931   	
12.483757	26.8693   	21.946741	16.0355   	
12.511669	26.8373   	21.952724	16.078    	
12.539509	26.8053   	21.958455	16.1206   	
12.567276	26.7733   	21.963935	16.1633   	
12.594971	26.7412   	21.969163	16.206    	
12.622592	26.709    	21.974142	16.2488   	
12.650140	26.6768   	21.978872	16.2916   	
12.677615	26.6446   	21.983355	16.3346   	
12.705015	26.6123   	21.987590	16.3775   	
12.732342	26.5799   	21.991580	16.4206   	
12.759593	26.5475   	21.995325	16.4637   	
12.786770	26.5151   	21.998825	16.5069   	
12.813872	26.4826   	22.002082	16.5501   	
12.840898	26.4501   	22.005097	16.5934   	
12.867849	26.4175   	22.007871	16.6368   	
12.894723	26.3849   	22.010405	16.6802   	
12.921521	26.3522   	22.012699	16.7237   	
12.948243	26.3195   	22.014754	16.7673   	
12.974887	26.2867   	22.016572	16.8109   	
13.001454	26.2539   	22.018153	16.8546   	
13.027944	26.221    	22.019498	16.8983   	
13.054356	26.1881   	22.020609	16.9421   	
13.080690	26.1552   	22.021485	16.9859   	
13.106945	26.1222   	22.022128	17.0298   	
13.133121	26.0891   	22.022539	17.0738   	
13.159219	26.056    	22.022719	17.1178   	
13.185237	26.0229   	22.022669	17.1619   	
13.211175	25.9898   	22.022389	17.2061   	
13.237033	25.9565   	22.021880	17.2502   	
13.262811	25.9233   	22.021144	17.2945   	
13.288508	25.89     	22.020181	17.3388   	
13.314125	25.8567   	22.018992	17.3832   	
13.339660	25.8233   	22.017578	17.4276   	
13.365113	25.7899   	22.015939	17.4721   	
13.390485	25.7564   	22.014078	17.5166   	
13.415774	25.7229   	22.011994	17.5612   	
13.440981	25.6894   	22.009688	17.6058   	
13.466105	25.6558   	22.007162	17.6505   	
13.491146	25.6222   	22.004416	17.6952   	
13.516103	25.5885   	22.001451	17.74     	
13.540977	25.5549   	21.998269	17.7848   	
13.565766	25.5211   	21.994868	17.8297   	
13.590471	25.4874   	21.991252	17.8747   	
13.615091	25.4536   	21.987420	17.9197   	
13.639626	25.4197   	21.983374	17.9647   	
13.664076	25.3858   	21.979113	18.0098   	
13.688440	25.3519   	21.974640	18.0549   	
13.712718	25.318    	21.969955	18.1001   	
13.736909	25.284    	21.965058	18.1453   	
13.761014	25.25     	21.959951	18.1906   	
13.785032	25.2159   	21.954635	18.236    	
13.808962	25.1818   	21.949110	18.2813   	
13.832805	25.1477   	21.943377	18.3267   	
13.856560	25.1135   	21.937437	18.3722   	
13.880226	25.0793   	21.931290	18.4177   	
13.903803	25.0451   	21.924938	18.4633   	
13.927292	25.0108   	21.918382	18.5089   	
13.950691	24.9765   	21.911622	18.5545   	
13.974001	24.9422   	21.904659	18.6002   	
13.997220	24.9078   	21.897494	18.6459   	
14.020349	24.8735   	21.890128	18.6917   	
14.043387	24.839    	21.882561	18.7375   	
14.066335	24.8046   	21.874795	18.7834   	
14.089190	24.7701   	21.866829	18.8293   	
14.111955	24.7356   	21.858666	18.8752   	
14.134627	24.701    	21.850305	18.9212   	
14.157206	24.6665   	21.841748	18.9672   	
14.179693	24.6319   	21.832995	19.0132   	
14.202087	24.5972   	21.824047	19.0593   	
14.224387	24.5626   	21.814906	19.1054   	
14.246594	24.5279   	21.805571	19.1516   	
14.268706	24.4932   	21.796043	19.1978   	
14.290724	24.4584   	21.786324	19.2441   	
14.312647	24.4236   	21.776413	19.2903   	
14.334475	24.3888   	21.766313	19.3367   	
14.356207	24.354    	21.756023	19.383    	
14.377844	24.3192   	21.745545	19.4294   	
14.399384	24.2843   	21.734878	19.4758   	
14.420827	24.2494   	21.724025	19.5223   	
14.442174	24.2144   	21.712985	19.5687   	
14.463423	24.1795   	21.701760	19.6153   	
14.484575	24.1445   	21.690350	19.6618   	
14.505629	24.1095   	21.678755	19.7084   	
14.526584	24.0745   	21.666978	19.755    	
14.547441	24.0394   	21.655018	19.8017   	
14.568198	24.0044   	21.642876	19.8483   	
14.588856	23.9693   	21.630553	19.895    	
14.609414	23.9341   	21.618050	19.9418   	
14.629873	23.899    	21.605367	19.9885   	
14.650230	23.8638   	21.592506	20.0353   	
14.670487	23.8287   	21.579466	20.0822   	
14.690642	23.7935   	21.566249	20.129    	
14.710696	23.7582   	21.552855	20.1759   	
14.730648	23.723    	21.539286	20.2228   	
14.750497	23.6877   	21.525541	20.2697   	
14.770244	23.6524   	21.511622	20.3167   	
14.789887	23.6171   	21.497529	20.3637   	
14.809428	23.5818   	21.483263	20.4107   	
14.828864	23.5465   	21.468825	20.4577   	
14.848196	23.5111   	21.454215	20.5048   	
14.867424	23.4757   	21.439434	20.5519   	
14.886546	23.4403   	21.424483	20.599    	
14.905563	23.4049   	21.409363	20.6461   	
14.924475	23.3695   	21.394074	20.6933   	
14.943281	23.334    	21.378616	20.7405   	
14.961980	23.2986   	21.362992	20.7877   	
14.980572	23.2631   	21.347200	20.8349   	
14.999057	23.2276   	21.331243	20.8821   	
15.017434	23.1921   	21.315121	20.9294   	
15.035704	23.1566   	21.298833	20.9767   	
15.053865	23.121    	21.282382	21.024    	
15.071917	23.0855   	21.265768	21.0713   	
15.089860	23.0499   	21.248991	21.1186   	
15.107694	23.0143   	21.232052	21.166    	
15.125418	22.9787   	21.214952	21.2133   	
15.143032	22.9431   	21.197691	21.2607   	
15.160535	22.9075   	21.180271	21.3081   	
15.177927	22.8719   	21.162691	21.3555   	
15.195207	22.8362   	21.144953	21.403    	
15.212376	22.8006   	21.127057	21.4504   	
15.229432	22.7649   	21.109003	21.4979   	
15.246376	22.7292   	21.090793	21.5454   	
15.263207	22.6935   	21.072427	21.5929   	
15.279924	22.6578   	21.053906	21.6404   	
15.296528	22.6221   	21.035230	21.6879   	
15.313018	22.5864   	21.016400	21.7354   	
15.329393	22.5507   	20.997417	21.783    	
15.345653	22.515    	20.978282	21.8305   	
15.361797	22.4792   	20.958994	21.8781   	
15.377826	22.4435   	20.939554	21.9257   	
15.393739	22.4077   	20.919964	21.9732   	
15.409535	22.372    	20.900224	22.0208   	
15.425214	22.3362   	20.880334	22.0684   	
15.440776	22.3004   	20.860296	22.1161   	
15.456220	22.2646   	20.840109	22.1637   	
15.471546	22.2289   	20.819774	22.2113   	
15.486753	22.1931   	20.799293	22.2589   	
15.501841	22.1573   	20.778665	22.3066   	
15.516810	22.1215   	20.757891	22.3542   	
15.531659	22.0857   	20.736972	22.4019   	
15.546388	22.0498   	20.715908	22.4495   	
15.560997	22.014    	20.694701	22.4972   	
15.575484	21.9782   	20.673350	22.5449   	
15.589850	21.9424   	20.651856	22.5925   	
15.604094	21.9066   	20.630221	22.6402   	
15.618216	21.8708   	20.608443	22.6879   	
15.632215	21.8349   	20.586525	22.7356   	
15.646091	21.7991   	20.564466	22.7832   	
15.659843	21.7633   	20.542268	22.8309   	
15.673472	21.7274   	20.519930	22.8786   	
15.686976	21.6916   	20.497454	22.9263   	
15.700356	21.6558   	20.474840	22.974    	
15.713610	21.62     	20.452088	23.0217   	
15.726739	21.5841   	20.429200	23.0693   	
15.739742	21.5483   	20.406175	23.117    	
15.752618	21.5125   	20.383014	23.1647   	
15.765368	21.4766   	20.359719	23.2124   	
15.777990	21.4408   	20.336288	23.2601   	
15.790485	21.405    	20.312724	23.3077   	
15.802851	21.3692   	20.289027	23.3554   	
15.815089	21.3334   	20.265196	23.4031   	
15.827198	21.2976   	20.241233	23.4507   	
15.839178	21.2618   	20.217139	23.4984   	
15.851027	21.226    	20.192913	23.546    	
15.862747	21.1902   	20.168557	23.5936   	
15.874336	21.1544   	20.144071	23.6413   	
15.885793	21.1186   	20.119455	23.6889   	
15.897120	21.0828   	20.094710	23.7365   	
15.908314	21.047    	20.069837	23.7841   	
15.919376	21.0113   	20.044836	23.8317   	
15.930305	20.9755   	20.019707	23.8793   	
15.941101	20.9397   	19.994452	23.9269   	
15.951763	20.904    	19.969070	23.9745   	
15.962291	20.8683   	19.943563	24.0221   	
15.972684	20.8325   	19.917931	24.0696   	
15.982942	20.7968   	19.892174	24.1172   	
15.993065	20.7611   	19.866292	24.1647   	
16.003052	20.7254   	19.840288	24.2122   	
16.012903	20.6897   	19.814160	24.2597   	
16.022617	20.654    	19.787909	24.3072   	
16.032194	20.6183   	19.761537	24.3547   	
16.041633	20.5827   	19.735043	24.4022   	
16.050934	20.547    	19.708428	24.4496   	
16.060097	20.5114   	19.681693	24.497    	
16.069120	20.4757   	19.654837	24.5445   	
16.078004	20.4401   	19.627863	24.5919   	
16.086749	20.4045   	19.600769	24.6393   	
16.095353	20.3689   	19.573557	24.6866   	
16.103816	20.3333   	19.546227	24.734    	
16.112138	20.2978   	19.518779	24.7813   	
16.120319	20.2622   	19.491215	24.8286   	
16.128357	20.2267   	19.463534	24.8759   	
16.136253	20.1911   	19.435737	24.9232   	
16.144006	20.1556   	19.407825	24.9705   	
16.151615	20.1201   	19.379798	25.0177   	
16.159081	20.0847   	19.351656	25.0649   	
16.166402	20.0492   	19.323401	25.1121   	
16.173579	20.0137   	19.295032	25.1593   	
16.180610	19.9783   	19.266550	25.2065   	
16.187495	19.9429   	19.237955	25.2536   	
16.194235	19.9075   	19.209249	25.3007   	
16.200828	19.8721   	19.180431	25.3478   	
16.207273	19.8368   	19.151502	25.3948   	
16.213572	19.8014   	19.122462	25.4419   	
16.219722	19.7661   	19.093312	25.4889   	
16.225724	19.7308   	19.064053	25.5359   	
16.231577	19.6955   	19.034684	25.5828   	
16.237280	19.6602   	19.005207	25.6298   	
16.242834	19.625    	18.975622	25.6767   	
16.248238	19.5898   	18.945928	25.7236   	
16.253491	19.5546   	18.916128	25.7704   	
16.258593	19.5194   	18.886220	25.8172   	
16.263543	19.4842   	18.856207	25.864    	
16.268341	19.4491   	18.826087	25.9108   	
16.272986	19.414    	18.795862	25.9575   	
16.277479	19.3789   	18.765532	26.0042   	
16.281818	19.3438   	18.735097	26.0509   	
16.286003	19.3087   	18.704558	26.0976   	
16.290034	19.2737   	18.673916	26.1442   	
16.293910	19.2387   	18.643170	26.1908   	
16.297630	19.2037   	18.612321	26.2373   	
16.301195	19.1688   	18.581371	26.2838   	
16.304604	19.1338   	18.550318	26.3303   	
16.307855	19.0989   	18.519164	26.3768   	
16.310950	19.0641   	18.487909	26.4232   	
16.313887	19.0292   	18.456553	26.4696   	
16.316666	18.9944   	18.425097	26.5159   	
16.319286	18.9596   	18.393542	26.5622   	
16.321747	18.9248   	18.361887	26.6085   	
16.324049	18.8901   	18.330133	26.6548   	
16.326191	18.8553   	18.298281	26.701    	
16.328172	18.8207   	18.266331	26.7471   	
16.329993	18.786    	18.234283	26.7933   	
16.331652	18.7514   	18.202139	26.8394   	
16.333149	18.7168   	18.169897	26.8854   	
16.334484	18.6822   	18.137560	26.9314   	
16.335656	18.6476   	18.105126	26.9774   	
16.336665	18.6131   	18.072597	27.0233   	
16.337510	18.5786   	18.039973	27.0692   	
16.338191	18.5442   	18.007254	27.1151   	
16.338708	18.5098   	17.974441	27.1609   	
16.339059	18.4754   	17.941534	27.2067   	
